Geolocation,Type,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Isabela,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Duck egg,5.51,5.58,5.27,4.94,4.90,5.01,6.42,6.59,5.35,6.08,5.58,5.56,5.57,5.70,5.68,5.46,5.23,5.42,5.00,5.41,5.74,5.54,5.45,5.01,5.13,5.40,5.44,5.22,5.29,5.31,5.39,5.48,5.60,5.65,4.67,5.15,5.54,5.54,5.36,5.74,5.77,5.24,5.28,5.09,5.03,5.32,6.07,5.83,5.68,5.56,5.65,5.52,5.73,5.76,5.67,5.67,5.59,5.85,5.89,6.00,5.49,5.43,5.14,5.60,5.65,5.72,5.35,5.49,5.28,5.26,5.51,5.53,5.60,5.50,5.23,5.15,5.45,5.42,5.95,5.34,5.99,5.51,5.50,5.44,5.55,5.51,5.50,5.35,5.44,5.42,5.54,7.00,6.81,6.08,5.78,6.76,8.09,7.80,7.20,6.22,6.19,6.50,6.25,6.72,7.50,6.81,5.93,5.45,6.07,6.20,6.30,7.03,6.87,6.50,5.91,6.08,6.39,6.49,6.25,6.07,5.86,6.23,6.02,6.40,7.06,6.99,6.94,7.00,7.00,6.53,7.31,7.71,7.52,6.74,6.85,7.23,7.15,7.16,7.05,6.32,6.00,7.43,7.04,7.50,7.15,6.73,5.99,5.18,5.19,6.89,6.94,6.40,6.38,6.47,6.64,6.46,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.85,93.00,93.96,93.61,95.00,95.00,95.00,94.80,95.03,94.84,95.00,96.29,94.62,95.00,95.53,95.31,95.00,95.51,95.51,95.50,95.36,95.00,95.51,95.00,95.22,95.29,..,..,..,95.88,96.67,95.38,..,..,..,95.30,95.15,95.76,95.69,96.00,96.00,94.00,94.00,94.00,98.00,..,..,..,93.95,95.81,..,95.22,97.47,97.07,95.87,97.63,98.00,98.00,101.40,100.21,105.03,101.24,101.97,..,99.44,103.73,103.72,103.26,102.66,103.03,104.06,103.68,105.43,105.32,103.44,101.61,102.36,103.53,102.94,102.22,102.25,102.05,102.13,102.86,104.06,103.58,102.26,106.46,103.72,101.76,103.02,102.11,101.66,101.45,102.64,100.26,101.72,..,..,..,106.30,105.51,102.37,102.67,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140.00,140.00,140.00,140.00,140.00,140.00,140.57,140.11,139.78,139.89,150.00,150.00,141.70,142.10,133.09,140.07,140.32,141.02,142.21,141.36,141.40,141.53,141.36,146.15,146.98,141.47,..,..,..,145.83,147.59,146.07,..,..,151.30,153.04,159.28,159.32,151.78,146.78,147.00,148.00,147.00,147.00,148.31,..,..,..,156.20,156.00,..,149.54,175.00,175.00,155.83,160.00,..,..,164.00,162.23,153.19,150.91,152.00,..,160.91,176.00,176.50,176.00,178.00,179.00,167.00,167.00,163.70,166.00,165.50,164.50,170.00,170.77,162.00,163.18,167.00,165.00,167.62,168.18,173.00,171.00,170.00,171.00,172.00,173.00,168.58,170.00,169.00,170.00,169.00,170.00,168.00,..,..,..,167.50,168.50,173.91,169.55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250.00,..,..,..,..,..,..,..,250.00,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Hogs Upgraded for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,109.71,110.07,110.12,120.00,129.54,125.00,111.87,108.25,103.30,105.00,106.95,105.00,112.07,109.76,113.15,109.54,112.39,109.47,110.00,110.00,110.00,105.00,105.23,105.05,105.04,108.72,99.98,97.14,97.63,103.60,106.02,108.09,106.52,98.97,95.98,97.24,96.97,98.07,100.52,..,..,..,119.08,125.46,127.73,123.48,118.68,114.54,119.99,120.67,..,121.20,120.80,121.25,117.47,129.91,131.19,135.32,124.77,119.78,119.22,116.09,112.10,..,122.54,116.86,117.50,119.17,116.54,116.46,115.69,118.09,115.41,108.52,102.30,100.46,108.58,112.97,..,..,98.83,103.91,106.82,113.00,123.01,118.76,120.23,131.49,142.37,145.16,120.36,160.55,178.54,179.71,182.98,195.82,213.25,215.76,197.01,195.32,175.26,197.86,203.74,191.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186.67,182.50,175.00,180.00,173.75,171.25,162.50,162.50,153.75,171.99,170.11,171.00,170.00,200.00,200.00,200.00,..,165.00,165.00,190.00,175.00,175.00,180.10,220.00,220.00,220.00,220.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,233.33,170.00,170.00,170.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Broiler Chicken,85.00,85.00,81.63,84.61,85.00,85.00,85.02,85.07,85.00,67.85,67.03,68.50,80.39,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.33,76.92,90.91,83.33,83.33,76.92,83.33,83.33,84.00,83.33,88.00,88.00,83.73,87.35,88.33,87.50,70.00,70.00,70.00,70.00,70.00,70.00,70.00,..,70.00,74.83,..,66.67,64.52,..,72.33,70.00,77.50,76.88,77.50,..,..,..,72.20,..,..,..,78.00,77.00,77.00,76.00,77.00,77.00,..,77.00,..,77.00,70.00,70.63,71.25,78.00,..,..,70.00,70.00,70.00,70.00,70.00,..,71.10,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.50,72.00,73.00,73.50,70.75,..,..,71.15,70.00,70.59,70.00,71.00,71.00,70.00,71.00,70.50,71.00,70.62,70.00,70.50,70.00,70.00,69.00,68.00,67.86,67.86,68.57,69.00,70.00,70.00,69.23,70.00,69.00,70.00,75.00,82.50,75.00,..,..,..,..,..,..,73.58,155.00,..,..,181.67,180.00,180.00,85.00,85.00,85.00,85.00,..,..,129.58,..,90.00,90.00,90.00,90.00,90.00,145.00,145.00,145.00,190.00,175.00,200.00,131.82,175.00,175.00,175.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,118.75,90.00,90.00,90.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,"Chicken egg, Layer",4.46,4.53,4.50,4.35,4.45,4.50,4.55,4.50,4.63,4.54,4.52,4.51,4.50,4.51,4.52,4.54,..,..,..,..,..,..,..,..,..,4.52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.42,4.58,4.58,4.69,4.69,4.69,6.19,6.25,6.56,7.50,7.63,7.88,5.80,6.94,6.94,6.94,7.46,7.54,7.54,7.69,7.69,7.69,7.74,7.74,7.74,7.47,7.80,7.80,7.80,7.65,7.54,7.61,7.07,6.75,7.30,8.05,8.23,8.15,7.64,8.64,8.64,8.54,8.43,8.43,8.43,8.68,8.68,8.68,8.89,8.89,8.89,8.65,8.61,8.66,8.68,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Duck egg,5.60,6.29,6.13,5.77,5.76,5.52,5.68,5.59,6.17,5.32,4.96,4.86,5.64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.01,..,65.00,..,79.75,75.55,..,..,..,..,80.00,79.37,74.11,..,..,..,..,..,80.00,..,..,..,80.36,80.00,80.00,80.09,..,..,85.00,..,..,85.30,..,..,..,..,88.81,..,86.37,..,..,..,..,..,88.01,..,..,..,..,..,90.00,89.01,..,..,91.38,..,..,95.00,90.60,90.70,90.89,90.71,91.11,..,91.48,90.00,91.82,91.00,92.83,92.75,92.90,95.00,95.00,95.00,98.00,98.00,98.00,94.19,99.57,99.30,99.64,98.98,108.40,111.33,123.08,119.60,126.84,123.51,137.75,137.76,115.48,..,..,..,130.00,130.00,129.29,..,..,..,127.42,128.88,130.00,129.27,..,..,..,..,140.00,..,..,..,140.00,..,..,..,140.00,140.00,140.00,140.00,147.85,140.00,140.00,160.00,..,..,..,150.00,..,144.73,..,150.00,..,..,..,..,..,160.00,160.00,..,..,..,156.67,..,..,..,..,..,..,155.56,155.35,150.00,..,..,..,153.63,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,300.00,..,..,..,..,300.00,..,..,..,..,..,..,250.00,260.00,..,..,..,..,255.00,300.00,280.00,..,..,..,..,..,..,..,..,..,..,290.00,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Hogs Upgraded for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.00,..,114.67,..,127.68,122.05,111.59,118.29,113.09,..,113.36,110.00,115.64,..,..,110.11,..,110.00,116.35,..,..,110.00,110.58,108.82,110.00,110.84,109.69,105.00,102.12,101.53,100.69,103.19,108.12,105.53,105.00,104.95,105.00,105.88,104.73,..,..,108.83,..,..,123.89,..,..,115.71,..,..,89.17,109.40,..,..,121.29,133.01,132.63,130.32,132.24,130.00,116.78,117.03,119.20,..,125.83,112.65,115.00,115.17,119.04,118.24,119.83,119.77,116.28,105.19,107.70,106.25,108.84,113.66,111.58,113.00,98.62,112.02,113.17,114.39,115.74,115.48,111.20,124.73,147.64,160.00,119.80,206.13,211.04,217.12,222.55,235.00,230.00,..,..,171.50,178.04,208.31,208.72,208.84,..,..,..,216.67,220.00,218.18,180.00,170.00,160.00,150.00,150.00,160.00,180.54,125.28,125.14,135.52,147.58,158.37,148.69,146.09,141.05,141.05,118.40,140.00,129.20,138.03,151.43,169.40,..,163.53,156.86,150.00,200.00,190.00,180.00,160.00,..,..,169.02,225.00,220.00,..,..,..,..,210.00,210.00,185.77,177.15,173.77,175.00,197.09,185.00,182.50,177.50,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180.00,..,..,..,..,150.00,..,..,..,..,..,165.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
