Geolocation,Type,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Abra,Cattle for Slaughter,91.94,90.21,91.48,93.90,93.03,94.80,96.02,97.15,98.19,97.59,96.92,97.69,94.91,98.79,97.22,98.35,99.40,100.10,100.32,97.41,97.94,98.64,98.20,98.53,98.50,98.62,99.58,99.81,101.57,101.27,101.62,102.22,101.64,101.40,101.72,103.20,103.54,102.70,101.69,102.82,100.00,100.00,102.38,102.62,102.70,104.41,104.74,102.11,104.83,103.12,106.28,103.00,108.42,107.00,107.84,105.73,105.32,107.39,103.23,104.16,108.83,109.07,109.68,108.53,107.10,110.75,111.57,108.21,110.40,107.84,107.75,106.82,107.37,106.43,107.46,107.91,107.85,108.36,108.78,106.77,103.59,105.72,118.73,107.79,106.68,111.92,113.23,113.20,112.06,109.88,109.86,107.10,111.53,106.00,109.62,101.56,114.24,111.23,112.15,114.63,112.90,112.91,117.13,110.92,115.75,112.06,117.69,109.62,115.09,122.11,115.39,121.85,115.89,120.79,119.02,105.86,115.93,111.69,122.60,110.73,115.57,121.11,126.06,119.40,117.32,125.33,116.66,117.75,115.14,118.28,113.08,116.47,126.75,128.41,124.24,119.43,117.11,131.26,139.86,131.97,135.49,123.29,125.61,128.96,160.33,156.42,146.14,165.22,145.09,156.70,156.19,151.94,139.55,141.81,150.08,149.87,152.50,180.00,180.00,194.44,190.00,..,..,140.63,174.87,180.00,175.00,200.00,176.74,200.00,206.60,151.14,200.00,200.00,200.00,200.00,200.00,200.00,174.65,200.00,166.67,191.59,200.00,180.00,180.00,200.00,200.00,200.00,220.00,220.00,220.00,220.00,220.00,220.00,206.67,220.00,220.00,220.00,240.00,240.00,240.00,250.00,250.00,250.00,250.00,250.00,250.00,240.00,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Cattle for Work,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Cattle for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Goat for Slaughter,52.33,51.42,51.15,54.66,57.22,57.40,56.70,57.81,57.03,57.46,57.01,58.56,55.73,62.95,62.05,64.70,69.48,76.11,76.92,78.20,81.98,80.45,78.37,81.24,76.61,74.09,78.16,80.38,81.90,85.20,85.23,86.67,84.26,86.19,86.57,87.16,87.06,89.78,84.88,90.25,87.91,89.23,85.21,93.46,93.18,95.52,96.37,96.06,92.43,92.25,97.17,92.42,96.26,95.56,100.90,96.72,96.15,101.24,101.66,97.58,103.99,97.68,94.45,100.39,98.55,99.96,96.80,97.88,97.91,95.04,98.24,95.53,97.65,101.64,94.35,98.58,97.66,97.60,98.78,98.60,95.43,96.28,97.20,100.12,98.39,100.59,103.04,97.84,102.95,106.72,99.66,100.80,99.92,95.59,97.95,103.63,102.39,109.23,99.64,103.09,104.07,103.19,103.51,101.92,102.14,104.25,101.58,99.92,105.31,110.50,108.06,109.55,106.96,120.63,114.35,113.89,108.10,105.90,108.71,116.87,109.12,103.61,110.78,110.07,104.68,109.28,110.58,109.03,112.43,109.26,108.85,108.51,122.61,112.70,111.78,113.72,125.82,121.28,108.46,99.86,116.76,123.42,114.48,124.05,125.64,137.23,135.79,139.66,122.99,139.92,124.31,131.21,114.51,147.49,132.98,131.32,..,..,..,141.68,113.49,134.18,170.93,161.76,159.08,198.15,179.79,190.00,161.00,133.27,167.12,130.00,109.55,108.00,108.00,180.00,180.00,180.00,136.82,153.85,160.00,145.55,119.04,117.14,115.24,150.00,160.00,160.00,160.00,160.00,160.00,150.00,160.00,160.00,147.62,170.00,170.00,170.00,200.00,200.00,200.00,200.00,222.54,220.00,200.00,200.00,220.00,197.71,288.89,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Goat for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Hogs Upgraded for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Hog for Slaughter,86.36,84.19,89.36,90.90,90.21,90.42,92.38,91.66,89.96,87.29,88.34,88.72,89.15,89.67,86.90,88.44,91.64,95.97,95.21,92.72,91.35,86.06,86.95,88.01,86.54,89.96,87.86,87.53,88.17,86.78,87.33,87.28,86.16,89.70,87.30,86.55,88.95,90.80,87.87,92.24,90.93,91.71,94.61,96.90,96.99,97.07,97.90,93.75,94.72,91.74,99.38,94.83,103.12,98.96,96.56,98.33,106.42,108.50,106.29,106.88,102.52,103.49,106.88,108.57,103.88,104.27,105.49,109.58,108.36,106.65,107.15,105.71,108.66,105.60,94.86,97.54,104.95,104.90,97.71,99.50,99.62,102.90,99.76,103.31,105.99,102.33,106.94,105.51,100.72,101.72,102.17,101.20,101.46,101.58,103.17,102.31,96.82,109.31,101.91,103.69,104.24,110.21,116.56,104.37,109.15,113.92,116.38,103.34,112.19,114.30,106.31,116.45,118.78,114.55,113.57,116.86,112.98,114.34,112.52,119.48,116.37,116.88,108.95,112.73,102.92,106.71,104.58,114.28,106.77,111.38,112.90,116.44,115.18,113.15,121.75,120.58,113.48,123.20,109.91,128.76,120.97,131.04,118.95,135.50,145.62,149.10,148.87,139.14,135.81,142.84,133.61,138.31,126.26,117.78,120.45,136.11,..,..,..,171.26,165.77,226.71,149.59,162.06,162.66,169.78,159.82,160.57,169.80,177.62,175.35,172.02,156.25,155.86,156.41,141.10,141.98,140.00,121.72,135.68,125.00,149.92,145.99,150.00,131.30,180.00,160.97,235.46,180.00,186.53,187.55,169.58,175.73,180.00,173.59,220.00,220.00,220.00,240.00,240.00,240.00,180.00,170.00,170.00,180.00,220.00,215.70,209.64,230.00,230.00,230.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160.00,160.00,160.00,140.00,140.00,245.56,140.00,140.00,140.00,..,..,..,158.40,150.00,150.00,150.00,150.00,150.00,150.00,..,..,..,..,..,..,150.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000.00,..,..,..,..,..,..,..,..,3000.00,..,..,..,3000.00,..,..,..,..,..,..,..,..,3000.00,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150.00,150.00,150.00,230.00,230.00,230.00,230.00,230.00,230.00,203.33,230.00,230.00,230.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Native/Improved Chicken,102.72,103.56,102.44,102.83,103.67,104.99,104.16,102.68,103.10,103.31,102.47,104.87,103.40,104.45,104.20,102.44,102.76,107.27,105.45,105.92,104.04,103.86,104.14,103.52,103.19,104.27,104.58,104.57,103.20,107.63,104.97,106.17,105.40,105.41,104.80,105.46,106.42,108.19,105.57,103.23,107.54,100.01,102.40,106.32,101.79,107.18,109.92,109.18,109.53,108.05,106.12,105.94,107.08,107.43,112.07,106.69,108.68,101.19,108.09,107.20,102.33,106.36,105.75,106.16,106.59,102.37,97.98,120.09,99.29,102.61,103.79,101.84,107.29,106.42,105.67,106.04,107.34,105.06,108.92,108.19,95.57,103.13,111.47,109.33,112.15,108.23,109.29,110.24,106.78,104.77,107.34,104.00,108.05,108.35,113.55,103.63,104.71,104.21,113.14,108.68,113.41,109.27,112.28,108.61,104.07,106.54,113.99,106.65,110.30,101.16,102.67,108.30,117.04,117.70,114.09,125.77,110.69,111.17,125.63,118.25,130.95,120.44,112.92,120.55,115.35,113.86,118.50,121.20,106.19,117.92,115.15,122.27,125.03,133.16,134.27,119.96,112.60,129.55,121.96,118.47,114.51,131.35,123.19,135.43,125.62,129.73,113.71,139.56,117.22,124.51,131.10,138.13,125.51,118.86,133.42,127.73,108.33,..,153.33,167.69,184.77,207.12,191.29,193.01,196.66,182.56,184.51,196.65,178.72,194.70,200.26,200.72,143.98,172.66,139.22,175.07,177.57,195.59,189.21,190.35,205.98,182.11,202.20,198.94,189.85,232.51,234.49,230.98,200.56,226.61,211.83,190.24,204.37,194.02,209.72,200.00,200.00,200.00,207.98,209.85,209.65,242.94,237.61,237.65,194.15,209.40,207.48,213.06,225.55,226.30,226.57,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200.00,200.00,200.00,220.96,206.73,267.48,200.00,222.39,214.70,250.00,250.00,250.00,230.41,250.00,250.00,200.00,200.00,200.00,200.00,200.00,200.00,223.37,280.00,280.00,280.00,280.00,280.00,280.00,200.00,235.14,251.19,180.00,180.00,180.00,242.19,200.00,207.72,230.00,230.00,227.64,205.00,205.00,222.28,211.21,280.00,300.00,286.90,233.81,250.00,261.99,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,6.26,6.40,6.25,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Abra,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.75,10.00,10.00,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Apayao,Carabao for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Apayao,Carabao for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Apayao,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,253.89,233.68,212.94,..,..,..,..,..,140.00,200.00,..,..,208.10,214.72,214.72,214.72,214.72,214.72,214.72,131.25,131.25,131.25,131.25,131.25,131.25,172.99,131.25,131.25,131.25,180.00,180.00,180.00,150.00,150.00,150.00,150.00,150.00,150.00,152.81,150.00,150.00,150.00,190.00,190.00,190.00,190.00,190.00,200.00,190.00,190.00,190.00,180.83,190.00,190.00,190.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Apayao,Carabao for Work,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Apayao,Cattle for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Apayao,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.50,100.50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186.67,..,..,..,..,..,..,..,150.00,180.00,187.50,200.00,180.83,..,275.00,180.00,228.00,228.00,228.00,135.00,135.00,135.00,135.00,135.00,135.00,177.18,135.00,135.00,135.00,186.00,186.00,186.00,186.00,186.00,186.00,186.00,186.00,186.00,173.25,170.00,170.00,170.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,192.50,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
