Geolocation,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2018=100)
PHILIPPINES,01.1.4.3 - Other milk and cream (ND),1.62345723
PHILIPPINES,01.1.4.4 - Non-animal milk (ND),0.00149037
PHILIPPINES,01.1.4.5 - Cheese (ND),0.04177300
PHILIPPINES,01.1.4.6 - Yoghurt and similar products (ND),0.00099862
PHILIPPINES,01.1.4.7 - Milk-based dessert and beverages (ND),0.01746278
PHILIPPINES,01.1.4.8 - Eggs (ND),1.66157646
PHILIPPINES,01.1.5 - Oils and fats (ND),0.67040273
PHILIPPINES,01.1.5.1 - Vegetable oils (ND),0.56742811
PHILIPPINES,01.1.5.2 - Butter and other fats and oils derived from milk (ND),0.00226548
PHILIPPINES,01.1.5.3 - Margarine and similar preparations (ND),0.09854041
PHILIPPINES,01.1.5.9 - Other animal oils and fats (ND),0.00216873
PHILIPPINES,01.1.6 - Fruits and nuts (ND),1.72921001
PHILIPPINES,"01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",1.64855165
PHILIPPINES,"01.1.6.2 - Citrus fruits, fresh (ND)",0.01740332
PHILIPPINES,"01.1.6.7 - Fruit, dried and dehydrated (ND)",0.00048071
PHILIPPINES,"01.1.6.8 - Nuts, in shell or shelled (ND)",0.03690652
PHILIPPINES,01.1.6.9 - Fruit and nuts ground and other preparations (ND),0.02586781
PHILIPPINES,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",4.00641566
PHILIPPINES,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",1.24674292
PHILIPPINES,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",1.34968663
PHILIPPINES,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",0.96074500
PHILIPPINES,"01.1.7.5 - Tubers, plantains and cooking bananas (ND)",0.40780468
PHILIPPINES,"01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",0.04143643
PHILIPPINES,"01.1.8 - Sugar, confectionery and desserts (ND)",1.40394356
PHILIPPINES,01.1.8.1 - Cane and beet sugar (ND),0.78700386
PHILIPPINES,"01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",0.00451551
PHILIPPINES,"01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",0.10508879
PHILIPPINES,"01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",0.06946922
PHILIPPINES,"01.1.8.6 - Ice, ice cream and sorbet (ND)",0.27820696
PHILIPPINES,01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND),0.15965922
PHILIPPINES,01.1.9 - Ready-made food and other food products n.e.c. (ND),1.92875781
PHILIPPINES,01.1.9.2 - Baby food (ND),0.33892674
PHILIPPINES,"01.1.9.3 - Salt, condiments and sauces (ND)",1.01819185
PHILIPPINES,"01.1.9.4 - Spices, culinary herbs and seeds (ND)",0.48266501
PHILIPPINES,01.1.9.9 - Other food products n.e.c. (ND),0.08897421
PHILIPPINES,01.2 - NON-ALCOHOLIC BEVERAGES,3.55009049
PHILIPPINES,01.2.1 - Fruit and vegetable juices (ND),0.28155149
PHILIPPINES,01.2.1.0 - Fruit and vegetable juices (ND),0.28155149
PHILIPPINES,01.2.2 - Coffee and coffee substitutes (ND),1.62803515
PHILIPPINES,01.2.2.0 - Coffee and coffee substitutes (ND),1.62803515
PHILIPPINES,"01.2.3 - Tea, maté and other plant products for infusion (ND)",0.00801413
PHILIPPINES,"01.2.3.0 - Tea, maté and other plant products for infusion (ND)",0.00801413
PHILIPPINES,01.2.4 - Cocoa drinks (ND),0.53707906
PHILIPPINES,01.2.4.0 - Cocoa drinks (ND),0.53707906
PHILIPPINES,01.2.5 - Water (ND),0.52971074
PHILIPPINES,01.2.5.0 - Water (ND),0.52971074
PHILIPPINES,01.2.6 - Soft drinks (ND),0.52118367
PHILIPPINES,01.2.6.0 - Soft drinks (ND),0.52118367
PHILIPPINES,01.2.9 - Other non-alcoholic beverages (ND),0.04451625
PHILIPPINES,01.2.9.0 - Other non-alcoholic beverages (ND),0.04451625
PHILIPPINES,02 - ALCOHOLIC BEVERAGES AND TOBACCO,2.62780963
PHILIPPINES,02.1 - ALCOHOLIC BEVERAGES,0.81039765
PHILIPPINES,02.1.1 - Spirits and liquors (ND),0.51591693
PHILIPPINES,02.1.1.0 - Spirits and liquors (ND),0.51591693
PHILIPPINES,02.1.2 - Wine (ND),0.09690494
PHILIPPINES,02.1.2.2 - Wine from other sources (ND),0.09690494
PHILIPPINES,02.1.3 - Beer (ND),0.19757578
PHILIPPINES,02.1.3.0 - Beer (ND),0.19757578
PHILIPPINES,02.3 - TOBACCO,1.80410320
PHILIPPINES,02.3.0 - Tobacco (ND),1.80410320
PHILIPPINES,02.3.0.1 - Cigarettes (ND),1.76419410
PHILIPPINES,02.3.0.2 - Cigars (ND),0.00480110
PHILIPPINES,02.3.0.9 - Other tobacco products (ND),0.03510800
PHILIPPINES,02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS,0.01330878
PHILIPPINES,02.4.0 - Other vegetable-based tobacco products (ND),0.01330878
PHILIPPINES,02.4.0.0 - Other vegetable-based tobacco products (ND),0.01330878
PHILIPPINES,02.900 - NON-FOOD,42.44176674
PHILIPPINES,03 - CLOTHING AND FOOTWEAR,2.53245126
PHILIPPINES,03.1 - CLOTHING,2.05820935
PHILIPPINES,03.1.1 - Clothing materials (SD),0.00638271
PHILIPPINES,03.1.1.0 - Clothing materials (SD),0.00638271
PHILIPPINES,03.1.2 - Garments (SD),2.03804346
PHILIPPINES,03.1.2.1 - Garments for men or boys (SD),1.05441758
PHILIPPINES,03.1.2.2 - Garments for women or girls (SD),0.95194945
PHILIPPINES,03.1.2.3 - Garments for infants (0 to under 2 years) (SD),0.03167643
PHILIPPINES,03.1.3 - Other articles of clothing and clothing accessories (SD),0.01249156
PHILIPPINES,03.1.3.1 - Other articles of clothing (SD),0.01061481
PHILIPPINES,03.1.3.2 - Clothing accessories (SD),0.00187675
PHILIPPINES,"03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",0.00129162
PHILIPPINES,03.1.4.1 - Cleaning of clothing (S),0.00021570
PHILIPPINES,"03.1.4.2 - Repair, tailoring and hire of clothing (S)",0.00107592
PHILIPPINES,03.2 - FOOTWEAR,0.47424191
PHILIPPINES,03.2.1 - Shoes and other footwear (SD),0.47360072
PHILIPPINES,03.2.1.1 - Footwear for men (SD),0.27323197
PHILIPPINES,03.2.1.2 - Footwear for women (SD),0.20036875
PHILIPPINES,"03.2.2 - Cleaning, repair, and hire of footwear (S)",0.00064119
PHILIPPINES,"03.2.2.0 - Cleaning, repair, and hire of footwear (S)",0.00064119
PHILIPPINES,"04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",15.51595402
PHILIPPINES,04.1 - ACTUAL RENTALS FOR HOUSING,4.01410200
PHILIPPINES,04.1.1 - Actual rentals paid by tenants for main residence (S),4.01410200
PHILIPPINES,04.1.1.0 - Actual rentals paid by tenants for main residence (S),4.01410200
PHILIPPINES,"04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.45844723
PHILIPPINES,04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND),0.36827243
PHILIPPINES,04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND),0.36827243
PHILIPPINES,"04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",0.09017480
PHILIPPINES,"04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",0.09017480
PHILIPPINES,04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.93256752
PHILIPPINES,04.4.1 - Water supply (ND),0.93256752
PHILIPPINES,04.4.1.1 - Water supply through network systems (ND),0.93256752
PHILIPPINES,"04.5 - ELECTRICITY, GAS AND OTHER FUELS",10.11083727
PHILIPPINES,04.5.1 - Electricity (ND),4.48666417
PHILIPPINES,04.5.1.0 - Electricity (ND),4.48666417
PHILIPPINES,04.5.2 - Gas (ND),1.33121292
PHILIPPINES,04.5.2.2 - Liquefied hydrocarbons (ND),1.33121292
PHILIPPINES,04.5.3 - Liquid fuels (ND),0.26987200
PHILIPPINES,04.5.3.0 - Liquid fuels (ND),0.26987200
PHILIPPINES,04.5.4 - Solid fuels (ND),4.02308818
PHILIPPINES,"04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",3.22500619
PHILIPPINES,04.5.4.3 - Charcoal (ND),0.79808199
PHILIPPINES,"05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",2.35083112
PHILIPPINES,"05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.05889946
PHILIPPINES,"05.1.1 - Furniture, furnishings and loose carpets (D)",0.05889946
PHILIPPINES,05.1.1.1 - Household furniture (D),0.05564988
PHILIPPINES,"05.1.1.4 - Furnishings, loose carpets and rugs (D)",0.00324958
PHILIPPINES,05.2 - HOUSEHOLD TEXTILES,0.10441340
PHILIPPINES,05.2.1 - Household textiles (SD),0.10441340
PHILIPPINES,05.2.1.1 - Furnishing fabrics and curtains (SD),0.02196051
PHILIPPINES,05.2.1.2 - Bed linen and bedding (SD),0.07946565
PHILIPPINES,05.2.1.9 - Other household textiles (SD),0.00298724
PHILIPPINES,05.3 - HOUSEHOLD APPLIANCES,0.24657256
PHILIPPINES,"05.3.1 - Major household appliances, whether electric or not (D)",0.14911952
PHILIPPINES,05.3.1.1 - Major kitchen appliances (D),0.08789263
PHILIPPINES,05.3.1.2 - Major laundry appliances (D),0.06122689
PHILIPPINES,05.3.2 - Small household appliances (SD),0.09087811
PHILIPPINES,05.3.2.1 - Small appliances for cooking and processing of food (SD),0.01887901
PHILIPPINES,05.3.2.9 - Other small household appliances (SD),0.07199910
PHILIPPINES,"05.3.3 - Repair, installation and hire of household appliances (S)",0.00657493
PHILIPPINES,"05.3.3.0 - Repair, installation and hire of household appliances (S)",0.00657493
PHILIPPINES,"05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.05235798
PHILIPPINES,"05.4.0 - Glassware, tableware and household utensils (SD)",0.05235798
PHILIPPINES,"05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.05235798
PHILIPPINES,05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00930504
PHILIPPINES,05.5.2 - Non-motorized tools and miscellaneous accessories (SD),0.00930504
PHILIPPINES,05.5.2.1 - Non-motorized tools (SD),0.00503997
PHILIPPINES,05.5.2.2 - Miscellaneous accessories (SD),0.00426507
PHILIPPINES,05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,1.87928268
PHILIPPINES,05.6.1 - Non-durable household goods (ND),1.87928268
PHILIPPINES,05.6.1.1 - Household cleaning and maintenance products (ND),0.66350851
PHILIPPINES,05.6.1.9 - Other non-durable household goods (ND),1.21577417
PHILIPPINES,06 - HEALTH,1.43723043
PHILIPPINES,06.1 - MEDICINES AND HEALTH PRODUCTS,1.20934826
PHILIPPINES,06.1.1 - Medicines (ND),1.17731768
PHILIPPINES,"06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",1.17731768
PHILIPPINES,06.1.2 - Medical products (ND),0.01824756
PHILIPPINES,06.1.2.1 - Medical diagnostic products (ND),0.00401696
PHILIPPINES,06.1.2.2 - Prevention and protective devices (ND),0.01091944
PHILIPPINES,06.1.2.3 - Treatment devices for personal use (ND),0.00331116
PHILIPPINES,06.1.3 - Assistive products (D),0.01378302
PHILIPPINES,06.1.3.1 - Assistive products for vision (D),0.01378302
PHILIPPINES,06.2 - OUTPATIENT CARE SERVICES,0.10110014
PHILIPPINES,06.2.1 - Preventive care services (S),0.09071582
PHILIPPINES,06.2.1.9 - Other preventive services (S),0.09071582
PHILIPPINES,06.2.2 - Outpatient dental services (S),0.01038432
PHILIPPINES,06.2.2.1 - Dental preventive services (S),0.01038432
PHILIPPINES,06.3 - INPATIENT CARE SERVICES,0.10754704
PHILIPPINES,06.3.1 - Inpatient curative and rehabilitative services (S),0.10754704
PHILIPPINES,06.3.1.0 - Inpatient curative and rehabilitative services (S),0.10754704
PHILIPPINES,06.4 - OTHER HEALTH SERVICES,0.01923499
PHILIPPINES,06.4.1 - Diagnostic imaging services and medical laboratory services (S),0.01923499
PHILIPPINES,06.4.1.0 - Diagnostic imaging services and medical laboratory services (S),0.01923499
PHILIPPINES,07 - TRANSPORT,6.12251695
PHILIPPINES,07.1 - PURCHASE OF VEHICLES,0.67372130
PHILIPPINES,07.1.2 - Motorcycles (D),0.66806488
PHILIPPINES,07.1.2.0 - Motorcycles (D),0.66806488
PHILIPPINES,07.1.3 - Bicycles (D),0.00565642
PHILIPPINES,07.1.3.0 - Bicycles (D),0.00565642
PHILIPPINES,07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT,1.73105329
PHILIPPINES,07.2.1 - Parts and accessories for personal transport equipment (SD),0.06053212
PHILIPPINES,07.2.1.1 - Tires (SD),0.05644106
PHILIPPINES,07.2.1.2 - Parts for personal transport equipment (SD),0.00409106
PHILIPPINES,07.2.2 - Fuels and lubricants for personal transport equipment (ND),1.59299570
PHILIPPINES,07.2.2.1 - Diesel (ND),0.05931721
PHILIPPINES,07.2.2.2 - Gasoline (ND),1.51920800
PHILIPPINES,07.2.2.4 - Lubricants (ND),0.01447049
PHILIPPINES,07.2.3 - Maintenance and repair of personal transport equipment (S),0.07690527
PHILIPPINES,07.2.3.0 - Maintenance and repair of personal transport equipment (S),0.07690527
PHILIPPINES,07.2.4 - Other services in respect of personal transport equipment (S),0.00062020
PHILIPPINES,07.2.4.2 - Toll facilities (S),0.00062020
PHILIPPINES,07.3 - PASSENGER TRANSPORT SERVICES,3.71699431
PHILIPPINES,07.3.1 - Passenger transport by railway (S),0.00246069
PHILIPPINES,07.3.1.2 - Passenger transport by rapid transit and tram (S),0.00246069
PHILIPPINES,07.3.2 - Passenger transport by road (S),3.49616085
PHILIPPINES,07.3.2.1 - Passenger transport by bus and coach (S),0.31017056
PHILIPPINES,07.3.2.2 - Passenger transport by taxi and hired car with driver (S),0.02258100
PHILIPPINES,07.3.2.9 - Other passenger transport by road (S),3.16340929
PHILIPPINES,07.3.3 - Passenger transport by air (S),0.04998547
PHILIPPINES,"07.3.3.1 - Passenger transport by air, domestic (S)",0.04998547
PHILIPPINES,07.3.4 - Passenger transport by sea and inland waterway (S),0.16838730
PHILIPPINES,07.3.4.0 - Passenger transport by sea and inland waterway (S),0.16838730
PHILIPPINES,07.4 - TRANSPORT SERVICES OF GOODS,0.00074805
PHILIPPINES,07.4.1 - Postal and courier services (S),0.00074805
PHILIPPINES,07.4.1.1 - Letter handling services (S),0.00035398
PHILIPPINES,07.4.1.2 - Courier and parcel delivery services (S),0.00039407
PHILIPPINES,08 - INFORMATION AND COMMUNICATION,1.04502735
PHILIPPINES,08.1 - INFORMATION AND COMMUNICATION EQUIPMENT,0.06744950
PHILIPPINES,08.1.2 - Mobile telephone equipment (D),0.01073519
PHILIPPINES,08.1.2.0 - Mobile telephone equipment (D),0.01073519
PHILIPPINES,08.1.3 - Information processing equipment (D),0.00110483
PHILIPPINES,"08.1.3.1 - Computers, laptops and tablets (D)",0.00065135
PHILIPPINES,08.1.3.2 - Peripheral equipment and its consumable components (D),0.00045348
PHILIPPINES,"08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",0.04512652
PHILIPPINES,"08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",0.04512652
PHILIPPINES,08.1.5 - Unrecorded recording media (SD),0.01048296
PHILIPPINES,08.1.5.0 - Unrecorded recording media (SD),0.01048296
PHILIPPINES,08.3 - INFORMATION AND COMMUNICATION SERVICES,0.97757785
PHILIPPINES,08.3.1 - Fixed communication services (S),0.00870157
PHILIPPINES,08.3.1.0 - Fixed communication services (S),0.00870157
PHILIPPINES,08.3.2 - Mobile communication services (S),0.92761273
PHILIPPINES,08.3.2.0 - Mobile communication services (S),0.92761273
PHILIPPINES,08.3.3 - Internet access provision services and net storage services (S),0.04126355
PHILIPPINES,08.3.3.0 - Internet access provision services and net storage services (S),0.04126355
PHILIPPINES,"09 - RECREATION, SPORT AND CULTURE",0.74401629
PHILIPPINES,09.2 - OTHER RECREATIONAL GOODS,0.04853137
PHILIPPINES,"09.2.1 - Games, toys and hobbies (SD)",0.04803238
PHILIPPINES,"09.2.1.2 - Other games, toys and hobbies (SD)",0.04803238
PHILIPPINES,"09.2.2 - Equipment for sport, camping and open-air recreation (SD)",0.00049899
PHILIPPINES,09.2.2.1 - Equipment for sport (SD),0.00049899
PHILIPPINES,09.3 - GARDEN PRODUCTS AND PETS,0.02401659
PHILIPPINES,"09.3.1 - Garden products, plants and flowers (ND)",0.00693406
PHILIPPINES,09.3.1.1 - Garden products (ND),0.00426461
PHILIPPINES,"09.3.1.2 - Plants, seeds and flowers (ND)",0.00266945
PHILIPPINES,09.3.2 - Pets and products for pets (ND),0.01708253
PHILIPPINES,09.3.2.2 - Products for pets and other household animals (ND),0.01708253
PHILIPPINES,09.4 - RECREATIONAL SERVICES,0.08810392
PHILIPPINES,09.4.6 - Recreational and sporting services (S),0.00041231
PHILIPPINES,09.4.6.2 - Sporting services - practice (S),0.00041231
PHILIPPINES,09.4.7 - Games of chance (S),0.08769161
PHILIPPINES,09.4.7.0 - Games of chance (S),0.08769161
PHILIPPINES,09.5 - CULTURAL GOODS,0.00012077
PHILIPPINES,09.5.1 - Musical instruments (D),0.00012077
PHILIPPINES,09.5.1.0 - Musical instruments (D),0.00012077
PHILIPPINES,09.6 - CULTURAL SERVICES,0.05605763
PHILIPPINES,09.6.9 - Other cultural services (S),0.05605763
PHILIPPINES,09.6.9.0 - Other cultural services (S),0.05605763
PHILIPPINES,"09.7 - NEWSPAPERS, BOOKS AND STATIONERY",0.52701896
PHILIPPINES,09.7.1 - Books (SD),0.00112793
PHILIPPINES,09.7.1.1 - Educational and textbooks in printed or electronic copy (SD),0.00080530
PHILIPPINES,09.7.1.9 - Other books (SD) in printed or electronic copy,0.00032263
PHILIPPINES,09.7.2 - Newspapers and periodicals (ND),0.00057351
PHILIPPINES,09.7.2.1 - Newspapers (ND),0.00057351
PHILIPPINES,09.7.4 - Stationery and drawing materials (ND),0.52531752
PHILIPPINES,09.7.4.0 - Stationery and drawing materials (ND),0.52531752
PHILIPPINES,09.8 - PACKAGE HOLIDAYS (S),0.00016705
PHILIPPINES,09.8.0 - Package holidays (S),0.00016705
PHILIPPINES,09.8.0.0 - Package holidays (S),0.00016705
PHILIPPINES,10 - EDUCATION SERVICES,0.36570157
PHILIPPINES,10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION,0.08274060
PHILIPPINES,10.1.0 - Early chilhood and primary education (S),0.08274060
PHILIPPINES,10.1.0.1 - Early childhood education services (S),0.02166032
PHILIPPINES,10.1.0.2 - Primary education (S),0.06108028
PHILIPPINES,10.2 - SECONDARY EDUCATION  (S),0.13041701
PHILIPPINES,10.2.0 - Secondary education (S),0.13041701
PHILIPPINES,10.2.0.1 - Lower secondary general education services,0.12136505
PHILIPPINES,10.2.0.2 - Lower secondary technical-vocational livelihood programs services,0.00905196
PHILIPPINES,10.4 - TERTIARY EDUCATION (S),0.15254396
PHILIPPINES,10.4.0 - Tertiary education (s),0.15254396
PHILIPPINES,10.4.0.0 - Tertiary education (s),0.15254396
PHILIPPINES,11 - RESTAURANTS AND ACCOMMODATION SERVICES,7.48386807
PHILIPPINES,11.1 - FOOD AND BEVERAGE SERVING SERVICES,7.48008547
PHILIPPINES,"11.1.1 - Restaurants, café and the like (S)",7.48008547
PHILIPPINES,"11.1.1.1 - Restaurants, café and the like - with full service (S)",7.48008547
PHILIPPINES,11.2 - ACCOMMODATION SERVICES,0.00378260
PHILIPPINES,11.2.0 - Accommodation services (S),0.00378260
PHILIPPINES,"11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",0.00378260
PHILIPPINES,12 - FINANCIAL SERVICES,0.00027693
PHILIPPINES,12.2 - FINANCIAL SERVICES,0.00027693
PHILIPPINES,12.2.1 - Financial intermediation services indirectly measured (S),0.00027310
PHILIPPINES,12.2.1.0 - Financial intermediation services indirectly measured (S),0.00027310
PHILIPPINES,12.2.9 - Other financial services (S),0.00000383
PHILIPPINES,12.2.9.1 - Remittances fees (S),0.00000383
PHILIPPINES,"13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",4.84389275
PHILIPPINES,13.1 - PERSONAL CARE,4.43316486
PHILIPPINES,13.1.1 - Electric appliances for personal care (SD),0.00003800
PHILIPPINES,13.1.1.1 - Electric appliances for personal care (SD),0.00003800
PHILIPPINES,"13.1.2 - Other appliances, articles and products for personal care (ND)",3.89934108
PHILIPPINES,"13.1.2.0 - Other appliances, articles and products for personal care (ND)",3.89934108
PHILIPPINES,13.1.3 - Hairdressing salons and personal grooming establishments (S),0.53378578
PHILIPPINES,13.1.3.1 - Hairdressing (S),0.28972061
PHILIPPINES,13.1.3.2 - Personal grooming treatments (S),0.24406517
PHILIPPINES,13.2 - OTHER PERSONAL EFFECTS,0.34522277
PHILIPPINES,13.2.1 - Jewellery and watches (D),0.01128844
PHILIPPINES,13.2.1.1 - Jewellery and watches (D),0.01009185
PHILIPPINES,"13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",0.00119659
PHILIPPINES,13.2.9 - Other personal effects n.e.c. (SD),0.33393433
PHILIPPINES,13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD),0.33393433
PHILIPPINES,13.9 - OTHER SERVICES,0.06550512
PHILIPPINES,13.9.0 - Other services (S),0.06550512
PHILIPPINES,13.9.0.9 - Other services n.e.c. (S),0.06550512
NCR,0 - ALL ITEMS,3.99551916
NCR,01 - FOOD AND NON-ALCOHOLIC BEVERAGES,1.74077253
NCR,01.1 - FOOD,1.57343367
NCR,01.1.1 - Cereals and cereal products (ND),0.57801320
NCR,01.1.1.1 - Cereals (ND),0.41402732
NCR,01.1.1.12 - Rice,0.41134144
NCR,01.1.1.16 - Corn,0.00268588
NCR,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.16398588
NCR,01.1.1.2 - Flour of cereals (ND),0.00183021
NCR,01.1.1.3 - Bread and bakery products (ND),0.11763721
NCR,01.1.1.4 - Breakfast cereals (ND),0.00091460
NCR,"01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",0.02983359
NCR,01.1.1.9 - Other cereal and grain mill products (ND),0.01377027
NCR,01.1.2 - Meat and other parts of slaughtered land animals (ND),0.29775404
NCR,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",0.22654447
NCR,"01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",0.00128193
NCR,"01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00500273
NCR,"01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.06492491
NCR,01.1.3 - Fish and other seafood (ND),0.24091537
NCR,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",0.18839335
NCR,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",0.01433119
NCR,01.1.3.3 - Fish preparations (ND),0.02678887
NCR,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",0.01072270
NCR,01.1.3.6 - Other seafood preparations (ND),0.00067926
NCR,"01.1.4 - Milk, other dairy products and eggs (ND)",0.13827913
NCR,01.1.4.1 - Raw and whole milk (ND),0.00136347
NCR,01.1.4.3 - Other milk and cream (ND),0.06477051
NCR,01.1.4.4 - Non-animal milk (ND),0.00120758
NCR,01.1.4.5 - Cheese (ND),0.00444584
NCR,01.1.4.6 - Yoghurt and similar products (ND),0.00087080
NCR,01.1.4.7 - Milk-based dessert and beverages (ND),0.00297328
NCR,01.1.4.8 - Eggs (ND),0.06264765
NCR,01.1.5 - Oils and fats (ND),0.02834471
NCR,01.1.5.1 - Vegetable oils (ND),0.02528152
NCR,01.1.5.2 - Butter and other fats and oils derived from milk (ND),0.00039067
NCR,01.1.5.3 - Margarine and similar preparations (ND),0.00267252
NCR,01.1.5.9 - Other animal oils and fats (ND),..
NCR,01.1.6 - Fruits and nuts (ND),0.05173259
NCR,"01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",0.05036984
NCR,"01.1.6.2 - Citrus fruits, fresh (ND)",..
NCR,"01.1.6.7 - Fruit, dried and dehydrated (ND)",..
NCR,"01.1.6.8 - Nuts, in shell or shelled (ND)",..
NCR,01.1.6.9 - Fruit and nuts ground and other preparations (ND),0.00136275
NCR,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.12193444
NCR,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",0.03783971
NCR,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",0.04233454
NCR,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",0.02936432
NCR,"01.1.7.5 - Tubers, plantains and cooking bananas (ND)",0.00949635
NCR,"01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",0.00289952
NCR,"01.1.8 - Sugar, confectionery and desserts (ND)",0.04258474
NCR,01.1.8.1 - Cane and beet sugar (ND),0.01447639
NCR,"01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",0.00046962
