Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
PHILIPPINES,"FRESH PORK, SPARE RIBS, 1 KG",184.87,183.07,184.35,187.55,191.64,197.04,200.89,198.14,198.78,197.31,195.17,195.38,192.85,195.27,195.38,194.52,195.59,197.17,195.82,194.11,194.52,194.29,190.92,188.27,188.15,193.67,187.53,188.14,186.24,190.52,192.86,194.04,209.19,208.60,206.26,205.39,231.54,248.02,204.03,279.13,300.07,291.94,301.26,305.53,307.47,306.78,303.00,295.63,281.25,289.38,297.08,296.54,305.17,305.69,311.67,311.27,316.06,320.00,317.73,314.92,301.38,292.21,287.21,291.38,306.23,294.54,297.08,300.00,311.04,309.38,305.42,300.63,295.00,288.65,283.75,284.38,283.67,296.13,285.29,294.63,305.38,307.96,305.38,309.50,312.58,302.54,294.63,292.83,291.79,295.29,299.82,314.42,342.33,348.21,345.54,351.02,354.88,354.25,342.88,331.92,329.63,318.38,316.29,337.48
PHILIPPINES,"EDIBLE OFFAL, LIVER, PORK, 1 KG",174.86,175.18,175.54,177.67,178.22,178.77,183.09,184.81,185.22,185.02,184.04,183.77,180.52,183.77,182.78,182.78,183.78,183.87,183.91,184.12,183.44,182.67,182.15,181.39,180.46,182.93,179.95,180.01,180.50,179.42,179.88,181.70,186.98,186.47,184.41,185.67,192.42,197.47,184.57,207.84,219.90,221.42,228.31,231.94,231.57,232.41,231.03,226.70,223.21,223.82,227.12,225.44,230.03,234.55,240.81,244.67,248.56,250.41,251.31,249.61,246.15,244.61,244.39,243.20,244.03,246.83,246.65,247.72,251.21,252.48,252.58,250.50,248.32,248.74,249.11,249.98,250.67,249.57,253.10,254.88,258.92,261.85,262.88,263.52,264.59,262.78,261.32,261.36,260.40,262.20,260.65,266.90,272.76,277.95,279.71,281.03,283.95,283.97,279.82,276.56,275.05,271.65,270.93,276.69
PHILIPPINES,"EDIBLE OFFAL, TRIPE (TUWALYA), BEEF, 1 KG",197.44,188.66,189.91,190.65,195.10,195.60,194.81,195.93,196.54,196.95,194.71,196.37,194.39,201.77,203.42,205.93,209.04,217.33,221.50,222.33,224.83,227.13,230.03,235.45,238.37,219.76,240.46,245.85,245.88,247.81,251.28,252.53,250.46,250.46,250.47,253.39,259.64,265.09,251.11,270.50,276.33,283.83,279.25,273.83,289.63,290.03,290.00,277.50,280.83,280.83,281.67,281.18,277.92,278.75,276.67,278.75,279.38,284.79,294.17,295.42,295.42,295.42,298.19,296.61,287.62,301.25,299.17,299.17,299.17,290.00,289.17,289.17,291.67,290.42,294.17,295.83,297.50,294.72,300.00,303.33,302.92,313.33,310.42,305.42,309.58,309.58,307.50,307.92,307.08,307.92,307.09,313.75,317.92,317.92,321.25,328.33,329.58,331.25,328.33,332.92,336.25,334.58,334.58,327.22
..National Capital Region (NCR),"FRESH BEEF, BRISKET WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..National Capital Region (NCR),"FRESH BEEF, MEAT WITH BONES, 1 KG",275.46,278.43,278.68,279.17,280.95,282.92,284.26,282.69,282.01,284.21,285.99,286.59,281.78,291.32,292.74,291.08,294.29,295.54,295.88,297.22,298.45,299.23,301.78,301.66,302.05,296.77,302.48,305.54,301.01,298.71,300.29,306.62,310.72,313.20,313.85,324.01,331.95,337.19,312.13,350.93,358.67,361.28,360.87,362.47,362.06,362.59,362.82,362.59,363.08,366.51,373.12,362.25,373.55,373.56,375.20,375.73,378.51,383.99,387.17,388.57,392.65,393.55,393.05,392.13,383.97,393.49,393.89,395.39,396.80,397.47,397.80,397.19,397.12,399.45,398.93,394.13,398.01,396.64,399.74,400.39,397.87,397.46,397.85,399.05,401.92,401.51,402.19,402.12,403.82,406.21,400.84,413.12,419.03,419.50,415.90,415.09,416.41,418.43,421.10,422.25,422.91,425.01,431.05,419.98
..National Capital Region (NCR),"FRESH BEEF, PURE MEAT, 1 KG",315.59,320.52,320.52,319.25,318.38,319.95,326.34,328.42,331.06,335.96,337.25,339.04,326.02,340.11,341.68,341.96,343.64,345.18,345.92,346.72,348.58,348.98,351.41,353.50,355.00,346.89,355.93,357.12,355.54,354.30,355.70,361.36,364.35,365.99,366.91,377.71,384.97,389.06,365.75,402.44,407.18,410.36,412.10,413.45,413.62,414.14,410.83,414.14,408.24,410.15,415.02,410.97,423.05,423.89,425.10,425.05,428.24,430.61,433.60,434.62,434.94,437.53,441.00,441.96,431.63,443.51,442.34,443.82,444.65,443.81,444.01,444.02,447.28,448.07,447.24,447.25,452.83,445.74,451.75,452.68,453.17,452.41,453.10,455.23,455.69,455.23,455.21,454.76,455.20,457.92,454.36,461.35,466.11,465.89,467.65,470.27,471.96,471.92,473.13,474.33,476.65,478.05,483.63,471.75
..National Capital Region (NCR),"FRESH CARABEEF, MEAT WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..National Capital Region (NCR),"FRESH CARABEEF, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..National Capital Region (NCR),"FRESH PORK, KASIM, 1 KG",262.34,265.17,265.40,265.87,267.56,269.43,270.70,269.20,268.55,270.65,272.34,272.91,268.34,277.41,278.76,277.18,280.24,281.43,281.76,283.03,284.20,284.94,287.36,287.25,287.62,282.60,288.03,290.94,286.62,284.43,285.94,291.97,295.87,298.23,298.85,308.52,316.08,321.07,297.21,334.16,341.53,344.02,343.63,345.16,344.77,345.28,337.91,311.38,302.08,329.13,336.06,334.59,338.72,335.73,334.75,340.82,346.76,348.06,345.05,328.89,312.89,314.99,314.34,316.95,331.50,316.89,315.67,321.12,339.39,337.49,329.31,321.87,314.18,310.07,310.93,308.83,312.95,319.89,316.94,327.17,336.88,337.69,340.21,344.35,344.51,332.99,322.34,322.08,325.71,336.83,332.31,365.79,379.71,374.56,371.07,385.17,395.83,392.20,369.29,363.17,356.48,350.91,350.09,371.19
..National Capital Region (NCR),"FRESH PORK, LIEMPO, 1 KG",280.05,284.42,284.42,283.29,282.52,283.91,289.58,291.43,293.78,298.13,299.28,300.87,289.31,301.82,303.21,303.46,304.95,306.31,306.97,307.68,309.33,309.68,311.84,313.70,315.03,307.83,315.86,316.91,315.51,314.41,315.65,320.67,323.33,324.79,325.61,335.20,341.65,345.28,324.57,357.15,361.36,364.18,365.72,366.92,367.07,367.53,362.21,367.53,328.34,349.91,361.61,359.96,364.72,366.21,369.74,375.63,381.29,380.84,377.72,365.70,353.62,357.67,358.43,362.47,367.84,364.02,359.40,365.78,381.11,379.27,371.29,366.80,359.20,355.41,356.21,355.72,360.31,364.54,363.34,370.99,378.54,380.54,382.80,385.17,386.67,376.72,366.59,366.38,369.36,379.22,375.53,409.26,428.61,421.93,416.48,428.91,439.81,432.50,415.02,408.38,403.36,396.73,398.18,416.60
..National Capital Region (NCR),"FRESH PORK, MEAT WITH BONES, 1 KG",162.00,162.05,161.84,165.13,166.80,169.37,176.51,186.94,188.02,187.20,198.96,198.90,176.98,198.69,199.64,198.03,196.95,196.27,196.46,199.58,200.22,198.64,192.98,190.60,192.58,196.72,192.46,192.70,191.97,191.01,189.76,209.03,221.60,212.84,210.55,249.71,259.98,262.56,215.35,322.54,285.03,288.53,315.44,315.49,305.92,304.71,307.88,304.71,271.49,293.36,309.15,302.02,313.65,309.98,310.60,317.72,320.63,323.93,321.21,305.97,294.42,294.71,294.85,296.36,308.67,295.42,294.66,299.38,313.45,314.27,308.54,302.57,294.87,291.93,291.67,290.15,292.85,299.15,295.83,305.49,310.03,310.74,313.06,315.34,315.77,308.64,300.32,299.91,303.05,311.92,307.51,337.06,347.66,346.03,344.62,354.34,362.37,361.35,346.54,339.47,333.87,329.74,326.53,344.13
..National Capital Region (NCR),"FRESH PORK, PATA, FORE (FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..National Capital Region (NCR),"FRESH PORK, PORK CHOP, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..National Capital Region (NCR),"FRESH PORK, SPARE RIBS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..National Capital Region (NCR),"EDIBLE OFFAL, LIVER, PORK, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..National Capital Region (NCR),"EDIBLE OFFAL, TRIPE (TUWALYA), BEEF, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Cordillera Administrative Region (CAR),"FRESH BEEF, BRISKET WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Cordillera Administrative Region (CAR),"FRESH BEEF, MEAT WITH BONES, 1 KG",219.94,218.86,218.07,219.33,223.10,225.70,225.74,227.65,229.46,229.87,232.89,232.18,225.23,236.04,237.12,238.03,240.58,241.31,242.76,243.23,244.99,243.91,247.26,247.49,247.16,242.49,248.09,249.01,251.63,257.46,259.15,256.46,262.72,263.25,264.15,265.05,268.67,275.49,260.09,278.49,292.50,297.07,297.82,300.06,299.81,305.63,306.20,306.38,306.52,307.53,308.67,300.56,311.20,308.58,313.57,318.57,319.99,323.24,324.50,330.63,329.46,331.24,333.40,332.34,323.06,331.21,329.69,328.93,330.02,333.16,333.23,333.04,333.25,334.64,336.25,336.39,336.40,333.02,338.33,335.61,333.92,335.69,336.62,336.67,335.07,338.96,341.38,342.43,346.36,347.10,339.01,354.71,356.33,361.82,365.61,370.67,374.73,378.91,381.78,383.44,385.64,385.88,384.69,373.68
..Cordillera Administrative Region (CAR),"FRESH BEEF, PURE MEAT, 1 KG",246.38,244.73,243.61,244.16,248.01,251.23,256.43,264.20,264.15,267.40,270.83,270.83,256.00,273.57,272.51,274.92,275.45,279.96,281.55,284.74,285.80,285.27,285.02,284.22,287.68,280.89,287.95,287.13,286.27,286.75,291.51,293.11,299.69,299.16,299.16,300.94,300.09,305.28,294.75,311.57,324.76,328.52,331.43,332.19,333.04,340.45,335.30,335.60,335.32,335.30,336.23,331.64,339.35,338.57,341.85,349.26,349.38,351.11,353.71,360.52,357.12,354.87,353.53,352.08,350.11,354.42,350.52,350.91,353.83,363.20,363.03,362.32,361.12,361.88,362.12,362.61,363.02,359.08,365.06,365.28,364.82,363.94,363.77,365.13,364.63,364.93,365.22,365.88,375.43,375.98,366.67,377.73,376.22,379.15,384.40,389.98,395.73,404.15,406.78,408.63,411.22,411.88,410.88,396.40
..Cordillera Administrative Region (CAR),"FRESH CARABEEF, MEAT WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Cordillera Administrative Region (CAR),"FRESH CARABEEF, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Cordillera Administrative Region (CAR),"FRESH PORK, KASIM, 1 KG",224.10,223.00,222.07,223.35,227.28,230.07,230.16,232.13,233.90,234.41,237.24,236.52,229.52,241.04,242.13,243.01,245.55,246.27,247.72,248.07,249.89,248.80,252.46,252.74,252.51,247.52,253.47,254.40,256.78,263.17,264.70,261.61,268.29,268.76,269.68,270.55,274.09,281.13,265.55,284.11,298.85,303.73,303.83,306.61,305.74,311.97,307.96,307.51,303.88,303.61,306.39,303.68,308.07,307.70,305.29,307.54,312.48,317.19,318.22,318.27,315.62,310.67,308.88,307.45,311.45,302.52,294.44,291.05,292.54,300.63,299.38,299.80,298.50,297.85,294.13,292.93,292.68,296.37,294.57,293.06,294.03,300.20,304.23,308.55,311.67,315.33,314.54,314.70,315.68,315.14,306.81,318.67,323.03,336.12,341.47,347.33,350.64,358.03,360.11,357.32,356.03,354.24,353.37,346.36
..Cordillera Administrative Region (CAR),"FRESH PORK, LIEMPO, 1 KG",211.81,211.11,210.92,211.30,215.27,217.67,222.02,226.49,226.52,229.31,231.38,230.76,220.38,235.17,234.55,236.10,236.90,239.55,240.49,241.89,244.07,243.76,245.28,244.10,245.80,240.64,246.19,245.89,245.76,247.71,250.79,250.57,253.14,255.00,255.00,256.31,259.82,262.92,252.43,266.65,281.14,284.98,286.56,287.50,288.86,294.60,290.85,293.64,290.89,291.12,290.98,287.31,302.69,309.62,309.26,311.88,316.44,319.41,319.70,319.61,317.06,310.69,308.67,307.00,312.67,310.26,303.12,302.11,303.33,310.86,309.79,310.14,308.66,307.68,303.66,303.00,302.82,306.29,306.17,302.14,305.48,310.10,314.75,317.67,321.96,325.81,325.81,326.36,328.53,329.00,317.82,333.20,337.48,348.53,352.71,358.86,359.98,369.06,368.68,365.77,364.87,364.16,361.82,357.09
