Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
PHILIPPINES,"FRESH FISH, BUDBURON, SMALL, 1 KG",146.55,137.55,137.04,136.70,138.41,131.56,142.18,131.56,130.02,121.20,120.60,125.74,133.26,127.37,114.60,99.36,104.50,97.65,95.93,101.07,107.07,126.77,126.26,122.83,126.26,112.47,135.68,144.42,147.85,161.72,179.88,178.00,175.43,147.33,147.08,147.33,163.61,191.87,160.01,162.06,174.83,170.29,177.23,179.20,169.95,163.44,160.11,163.02,157.19,172.71,174.69,168.73,193.13,168.13,177.81,181.67,187.50,196.67,200.63,193.96,185.11,183.96,180.73,187.09,186.36,215.73,207.29,199.06,167.19,156.62,168.13,163.34,190.21,174.38,185.83,171.98,177.82,181.46,177.19,180.63,193.33,177.29,169.79,172.71,178.54,176.04,195.00,194.48,181.67,195.00,182.64,208.75,206.77,218.44,191.88,201.25,236.25,248.63,269.19,272.21,270.13,276.71,285.85,240.50
PHILIPPINES,"FRESH FISH, BURAW/BORAO, MEDIUM, 1 KG",171.97,170.12,161.68,175.01,174.16,162.74,165.97,173.48,176.60,185.41,187.27,192.18,174.72,195.30,197.49,189.32,187.15,186.19,180.36,171.12,168.33,172.63,168.21,174.44,176.91,180.62,203.67,216.01,218.60,217.22,212.70,195.13,186.48,178.91,178.06,182.00,201.41,209.88,200.01,239.50,246.73,221.72,230.20,218.50,221.56,204.42,214.81,197.88,196.33,210.76,220.38,218.57,251.46,241.65,238.45,235.02,237.37,231.58,231.95,217.70,224.30,225.28,237.78,232.03,233.72,261.78,265.62,255.70,262.42,256.62,255.45,246.78,254.45,253.53,256.78,248.45,251.62,255.77,247.20,248.53,246.20,246.70,241.28,239.28,228.62,235.20,236.95,238.28,247.28,255.20,242.56,269.62,268.03,266.70,265.12,266.87,274.62,269.45,273.70,272.85,269.28,278.87,283.37,271.54
PHILIPPINES,"FRESH FISH, BUROT, MEDIUM, 1 KG",134.78,137.58,135.56,134.07,133.44,137.08,137.53,148.07,154.55,151.71,152.42,146.69,141.96,162.16,147.23,135.32,135.03,138.85,142.76,143.20,144.47,144.91,126.92,143.67,151.51,143.00,163.97,166.52,168.09,147.35,140.05,132.04,126.65,123.44,129.30,138.03,140.04,145.31,143.40,164.85,179.38,189.79,180.23,180.27,168.14,157.92,153.50,143.87,146.71,154.49,164.47,165.30,181.04,169.26,167.48,176.67,181.09,182.56,181.85,182.39,186.92,179.70,188.87,180.24,179.84,200.54,197.79,207.44,179.34,181.96,188.33,184.88,186.25,185.36,185.65,189.70,185.95,189.44,199.58,211.25,218.10,204.23,192.62,187.92,187.74,181.13,193.99,195.48,185.42,181.26,194.89,211.35,207.29,208.24,196.79,194.75,192.25,186.94,195.63,192.99,202.50,226.71,225.15,203.38
PHILIPPINES,"FRESH FISH, BUSLOGAN, 1 KG",156.25,163.75,167.50,183.75,166.25,166.25,162.50,160.00,177.50,167.50,202.50,165.00,169.90,165.00,167.50,193.75,176.25,190.00,182.50,217.50,207.50,188.75,187.50,207.50,207.50,190.94,215.00,235.00,255.00,247.50,252.50,235.00,207.50,190.00,187.50,186.25,192.50,190.00,216.15,245.00,231.25,217.50,212.50,215.00,226.25,241.25,190.00,195.00,173.75,207.50,212.50,213.96,242.50,236.25,237.50,245.00,233.75,202.50,235.00,212.50,198.75,205.00,192.50,207.50,220.73,242.50,237.50,255.00,280.00,250.00,262.50,232.50,267.50,247.50,201.25,200.00,200.00,239.69,255.00,230.00,217.50,212.50,220.00,223.75,181.25,170.00,177.50,196.25,200.00,182.50,205.52,215.00,217.50,227.50,237.50,238.75,231.25,171.25,191.25,198.75,196.25,198.75,203.75,210.63
PHILIPPINES,"FRESH FISH, DILIS (ANCHOVIES), 1 KG",118.69,120.07,119.82,119.76,121.00,119.80,121.20,121.65,124.86,124.03,122.54,122.39,121.32,127.46,124.55,120.98,121.06,121.58,122.22,122.51,124.59,126.28,126.17,127.32,133.41,124.85,137.58,137.17,136.11,133.62,133.66,134.54,132.53,129.19,127.96,131.14,134.94,136.61,133.76,141.16,142.22,141.79,143.43,145.70,145.37,144.45,146.40,144.68,143.04,146.54,149.33,144.51,156.46,152.47,152.08,151.81,150.38,148.40,149.95,149.67,149.52,147.94,152.63,150.96,151.02,160.12,162.00,162.23,155.24,149.71,153.42,153.02,156.55,155.88,154.30,152.94,151.65,155.59,155.03,157.08,154.58,152.28,151.40,150.73,148.56,149.04,151.28,148.34,149.09,148.97,151.37,155.84,157.48,160.68,157.13,154.75,152.50,151.54,155.49,154.53,157.37,161.04,165.19,156.96
PHILIPPINES,"FRESH FISH, FLYING FISH (BANGSI), MEDIUM, 1 KG",111.53,113.52,114.80,112.05,107.72,116.40,120.23,121.80,128.32,129.70,127.51,127.11,119.22,132.02,133.26,129.71,130.25,124.61,112.84,110.54,113.11,114.22,116.84,120.50,124.06,121.83,136.33,132.31,134.93,134.65,129.71,129.18,124.14,121.73,122.58,120.70,122.33,121.95,127.55,130.27,136.21,140.43,134.68,134.97,133.43,132.35,142.31,141.10,141.42,140.10,141.20,137.37,159.53,160.35,148.35,151.53,149.83,151.25,155.39,148.60,144.95,144.41,148.54,152.88,151.30,173.75,163.08,164.13,160.79,147.68,146.39,148.47,158.14,155.63,148.21,153.96,159.62,156.66,160.32,165.19,158.32,152.94,143.10,141.12,140.85,139.73,147.18,143.54,149.92,155.22,149.79,156.39,161.84,169.88,159.66,162.34,160.30,164.05,161.29,162.56,160.32,158.93,165.74,161.94
PHILIPPINES,"FRESH FISH, FLYING FISH (BARUNGOY), MEDIUM, 1 KG",132.56,135.27,136.17,149.69,149.69,153.31,153.31,153.31,131.89,130.54,135.95,142.03,141.98,147.44,151.50,151.50,160.77,154.59,153.04,153.04,159.22,165.41,159.22,154.59,154.59,155.41,160.77,170.04,182.41,192.07,163.67,166.37,157.58,155.55,148.79,147.70,148.38,148.79,161.84,181.25,140.67,100.99,120.83,119.03,126.25,120.84,128.23,119.06,123.44,123.65,126.98,127.60,147.40,140.94,142.50,146.56,159.48,163.65,169.06,160.89,152.09,147.92,145.21,138.29,151.16,154.69,148.23,148.13,153.13,151.04,157.50,152.71,151.25,144.38,142.71,142.29,163.75,150.82,132.71,136.67,129.58,128.96,132.08,130.21,130.52,123.33,118.65,118.33,123.23,124.48,127.40,139.69,142.81,150.31,140.31,149.06,149.06,148.44,149.79,150.00,150.21,152.29,151.04,147.75
PHILIPPINES,"FRESH FISH, MACKEREL, ANDUHAU, MEDIUM, 1 KG",176.74,182.34,170.24,178.42,175.40,179.47,176.44,179.00,186.27,186.21,185.19,185.71,180.12,190.61,193.41,183.83,178.85,174.02,176.25,179.33,180.53,179.32,178.40,177.97,181.20,181.14,200.30,202.14,206.84,209.22,196.52,197.56,194.90,193.21,188.90,186.51,191.60,196.78,197.04,207.36,221.06,224.38,215.58,210.05,211.29,204.71,205.07,193.59,194.29,194.31,204.43,207.18,230.38,200.49,200.43,200.23,201.20,199.27,204.70,203.24,201.89,202.00,204.46,201.15,204.12,221.48,227.17,215.40,201.92,198.12,204.98,204.68,214.12,210.21,204.87,200.54,202.98,208.87,212.01,217.58,211.58,204.56,191.41,193.73,194.60,186.88,204.17,203.17,198.98,202.70,201.78,217.84,219.32,223.25,209.17,213.22,217.82,223.54,226.24,230.37,234.13,240.01,246.08,225.08
PHILIPPINES,"FRESH FISH, MACKEREL, HASA-HASA, MEDIUM, 1 KG",166.15,171.37,169.96,181.98,173.39,178.63,174.54,179.49,177.92,180.24,178.23,176.66,175.71,186.53,182.77,180.82,178.75,176.07,178.13,172.12,177.02,176.81,174.70,177.77,189.02,179.21,203.40,207.34,209.01,209.70,200.32,193.52,191.64,191.81,189.01,185.29,193.58,199.20,197.82,213.81,224.52,222.65,212.88,211.62,203.54,199.57,206.01,206.62,206.75,210.00,211.89,210.82,233.01,221.25,219.09,217.17,215.56,221.39,221.31,223.32,223.90,223.12,229.83,235.36,223.69,248.42,252.63,255.97,241.81,236.18,243.67,241.18,239.71,237.44,237.54,242.38,240.04,243.08,240.53,251.01,233.49,228.50,232.29,227.22,226.54,222.09,230.42,231.21,233.25,235.81,232.70,250.98,251.82,255.31,250.17,248.10,254.45,248.54,248.85,251.25,250.63,255.10,261.53,252.23
PHILIPPINES,"FRESH FISH, MACKEREL, MANGKO, MEDIUM, 1 KG",257.11,257.52,251.38,249.20,246.53,244.47,214.81,216.16,211.54,215.06,208.37,187.14,229.95,187.83,183.96,180.09,178.31,178.91,186.20,189.63,189.87,191.20,191.58,193.13,191.80,186.88,194.09,193.68,194.01,197.42,191.50,190.01,188.59,189.77,189.75,192.32,192.74,196.02,192.49,197.17,198.10,196.20,198.44,200.06,201.36,199.64,200.15,203.50,205.93,211.37,214.17,202.18,223.50,224.02,222.35,216.07,214.79,212.91,211.06,217.05,213.70,209.91,209.60,214.18,215.76,227.78,225.42,229.00,222.57,217.37,219.53,212.25,213.28,221.02,213.25,206.67,202.75,217.57,208.36,214.19,209.50,207.52,204.70,206.06,204.39,202.85,206.44,207.34,208.27,205.46,207.09,221.10,219.57,222.55,214.17,209.87,212.30,208.35,213.36,210.82,217.23,226.13,222.04,216.46
PHILIPPINES,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",298.88,299.30,299.66,312.60,302.69,324.11,319.76,313.63,334.55,338.31,343.00,324.07,317.55,334.15,328.64,323.86,347.56,342.66,342.95,309.59,312.48,302.56,303.54,312.68,323.66,323.70,372.26,384.27,384.90,367.10,355.68,350.77,343.11,328.52,327.40,328.27,330.86,338.66,350.98,378.27,367.34,359.29,339.13,309.85,300.62,303.36,313.05,307.05,311.22,323.63,332.88,328.81,351.40,349.23,357.03,356.08,356.03,349.63,353.30,354.48,354.27,364.60,364.03,354.03,355.34,390.40,393.98,392.33,389.40,380.73,387.65,385.23,389.73,385.32,381.32,378.90,383.90,386.58,392.32,397.07,388.57,390.07,380.48,376.57,381.57,378.90,379.82,379.90,384.82,386.57,384.72,393.32,400.07,395.65,396.65,383.92,386.25,389.83,381.17,373.75,369.00,383.67,382.50,386.31
PHILIPPINES,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",155.76,156.94,157.20,159.53,159.13,160.33,160.18,162.80,166.62,171.61,173.48,173.32,163.07,177.73,178.26,175.03,173.53,173.40,172.53,169.62,167.54,168.03,170.82,172.74,175.23,172.87,181.57,181.90,180.78,180.56,178.47,174.91,170.33,166.23,164.76,166.43,168.52,170.07,173.71,179.92,184.16,184.06,186.76,186.89,187.35,181.68,185.57,184.59,185.44,186.01,188.45,185.07,200.37,200.53,200.63,200.27,202.01,202.28,203.11,201.50,201.27,200.32,200.54,203.34,201.35,212.43,215.26,215.72,214.49,214.56,212.04,207.90,209.81,210.95,213.69,214.90,214.55,213.03,215.60,212.96,211.60,211.25,209.55,208.91,207.24,204.71,206.22,208.04,212.06,213.64,210.15,219.71,221.24,221.26,221.30,223.17,223.46,225.28,231.56,238.37,239.55,239.47,241.40,228.81
PHILIPPINES,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",199.22,207.01,205.75,208.90,203.01,202.21,205.53,213.92,214.91,222.61,229.34,224.19,211.38,234.47,235.53,227.21,232.53,229.01,228.86,230.01,231.32,233.65,236.37,240.95,246.73,233.89,257.27,254.15,250.33,242.41,243.70,238.23,239.08,236.19,237.63,229.52,229.26,241.17,241.58,265.10,277.90,267.49,263.67,259.06,261.71,254.76,264.71,261.52,262.37,272.12,283.36,266.15,295.43,292.47,294.32,293.09,292.15,287.83,290.88,295.39,295.23,299.30,299.80,301.53,294.79,317.56,318.22,313.55,300.83,297.89,299.45,297.45,303.16,305.37,309.67,307.75,310.93,306.82,314.37,317.46,313.16,309.67,298.65,297.74,295.64,292.64,296.96,299.63,302.26,304.72,303.58,313.42,315.32,318.95,309.18,305.69,309.47,310.57,314.50,313.48,322.55,323.67,325.73,315.21
PHILIPPINES,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",140.60,140.71,137.45,141.54,138.11,140.12,139.18,143.06,146.41,149.37,147.72,147.70,142.66,152.88,149.81,142.08,139.50,139.92,141.91,143.16,145.45,145.27,143.60,147.96,168.33,146.66,181.63,176.83,170.94,165.83,159.51,154.92,151.36,153.01,155.55,157.95,169.53,177.72,164.57,187.19,189.61,187.26,185.56,182.63,180.98,175.96,183.56,178.98,180.56,184.96,190.16,183.95,200.93,190.55,190.16,192.32,190.41,192.32,195.87,193.06,194.88,194.43,200.69,200.56,194.68,214.09,214.65,214.25,201.10,197.00,201.82,198.82,205.12,204.65,202.66,205.65,202.75,205.22,207.50,209.76,204.96,199.85,192.39,192.36,194.42,193.90,202.56,208.22,209.27,211.03,202.19,217.79,221.44,231.98,219.83,214.53,212.39,211.75,224.33,228.83,233.64,240.46,242.43,224.95
