Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
PHILIPPINES,"PECHAY, NATIVE, 1 KG",67.63,68.73,61.40,59.20,60.84,65.79,68.73,66.85,63.50,66.53,67.00,66.50,65.23,68.31,68.16,66.59,65.41,66.60,67.31,67.41,67.57,65.45,61.34,64.82,67.83,66.40,66.96,65.51,64.90,66.54,69.90,69.85,66.38,64.77,65.13,67.91,74.72,77.02,68.30,76.04,79.64,70.18,66.65,64.23,69.82,73.96,70.42,71.37,73.72,74.91,74.86,72.15,86.69,81.38,73.97,72.06,73.77,78.21,78.49,78.02,76.06,76.63,80.32,86.23,82.69,82.88,88.88,81.94,75.96,82.85,85.37,83.10,94.99,89.17,86.45,85.27,87.08,85.33,85.89,85.08,79.18,80.59,89.21,109.91,99.74,97.09,93.59,97.27,102.32,99.74,93.30,96.58,92.32,86.73,85.54,90.27,96.50,98.63,114.88,103.93,103.01,105.06,115.39,99.07,103.17,97.85,96.60,91.98,96.79,.,.,.,.,.,.,.,.
PHILIPPINES,"ONION LEAVES, 1 KG",90.01,94.30,92.66,94.90,93.68,97.64,96.52,92.25,89.89,90.55,92.84,92.74,93.16,93.38,92.07,91.99,93.92,94.83,99.71,100.33,99.82,103.68,104.31,108.02,105.71,98.98,107.01,107.40,105.04,101.46,105.38,104.83,103.68,101.75,100.05,101.58,104.61,107.75,104.21,111.28,115.06,113.06,111.27,109.09,107.29,106.82,107.72,111.09,111.41,110.00,108.68,110.23,120.60,118.62,119.58,119.88,111.40,112.26,115.75,114.85,114.06,121.36,123.94,124.70,118.08,137.65,153.15,152.16,147.54,142.44,141.97,137.81,141.53,139.06,140.43,138.57,139.06,142.61,136.85,139.71,132.11,130.15,133.68,140.80,144.32,147.88,142.83,143.51,148.39,150.17,140.87,156.95,145.62,143.13,135.19,132.41,134.95,133.92,140.75,145.88,144.25,146.75,155.24,142.92,162.42,163.49,159.50,159.94,158.51,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"CABBAGE, 1 KG",60.69,63.19,65.75,67.00,73.79,86.31,87.00,110.92,197.18,118.13,112.93,74.57,93.12,71.68,66.78,64.43,72.97,103.80,82.06,67.40,67.31,89.10,114.70,77.75,66.48,78.71,63.14,61.13,65.24,80.47,104.96,89.28,72.84,65.48,60.31,58.40,106.95,164.76,82.75,188.83,136.62,75.69,65.82,60.45,70.34,91.97,167.96,91.97,108.75,107.95,79.93,103.86,71.21,53.81,55.20,66.51,76.05,68.53,64.77,64.24,76.12,87.78,110.25,129.94,77.03,97.52,82.91,72.56,71.45,71.79,84.50,129.95,141.89,141.91,161.50,110.51,72.56,103.25,62.65,64.40,66.27,67.87,69.20,76.15,74.72,65.54,69.26,96.32,122.12,117.87,79.36,88.92,83.53,75.79,97.98,106.38,90.87,87.27,157.79,102.93,98.48,92.38,94.33,98.05,94.85,85.89,72.56,67.88,64.31,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"ALUGBATI, 1 KG",55.19,54.64,51.97,51.41,50.57,51.28,51.78,53.36,53.97,54.10,54.68,53.96,53.08,55.45,57.14,60.38,61.05,60.20,57.23,55.31,54.66,59.55,60.57,58.65,58.57,58.23,58.97,58.00,58.77,57.41,53.72,54.34,51.98,48.86,48.88,50.31,62.26,66.43,55.83,68.59,70.48,64.19,60.04,59.54,58.13,59.32,61.06,59.32,55.28,52.86,54.99,60.32,55.86,55.82,58.24,57.86,57.45,59.50,60.58,61.44,62.03,66.55,67.32,66.23,60.74,71.14,70.51,68.99,65.81,64.22,65.93,66.83,75.52,75.15,73.62,71.73,71.46,70.08,72.87,74.47,77.97,77.86,75.75,75.92,72.72,77.35,79.62,78.75,81.58,80.46,77.11,82.53,80.68,80.78,79.58,77.67,77.64,79.33,93.06,87.00,92.53,98.33,98.18,85.61,94.53,95.51,95.09,91.01,89.60,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"CHAYOTE LEAVES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"GABI LEAVES, 1 KG",256.19,260.71,240.84,239.85,237.00,240.68,236.69,235.73,230.01,216.73,217.36,220.18,236.00,223.90,212.92,201.28,204.28,205.89,218.77,222.90,221.17,221.00,219.27,215.99,238.06,217.12,246.77,244.31,237.56,237.77,235.22,236.23,242.29,239.59,244.17,238.24,242.98,255.58,241.73,263.94,262.02,257.32,248.65,247.64,248.27,247.64,234.97,247.64,244.31,245.47,248.64,249.71,274.48,278.55,278.59,275.11,278.25,281.36,280.47,283.01,280.03,293.14,299.59,298.09,283.39,309.08,312.68,294.95,289.01,290.85,263.28,263.81,267.51,268.55,267.13,269.59,270.98,280.62,270.57,271.03,269.91,268.39,267.28,267.14,269.39,274.91,272.65,277.04,278.89,284.04,272.60,300.91,303.32,296.42,295.04,287.60,287.16,291.45,293.48,295.05,295.34,295.29,297.38,294.87,289.12,287.22,284.56,285.27,286.70,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"KANGKONG, 1 KG",52.15,51.98,50.58,46.17,48.19,50.98,51.45,53.18,52.46,55.19,58.17,66.02,53.04,76.82,78.01,69.07,66.10,66.68,64.34,64.51,62.19,63.67,66.20,64.95,68.25,67.57,66.35,65.92,66.63,65.49,59.09,58.58,55.75,54.82,55.00,55.24,74.68,88.14,63.81,95.71,91.50,80.27,75.46,71.00,64.46,64.37,62.22,64.37,53.95,55.86,56.35,69.63,57.19,55.02,54.17,52.34,51.97,53.75,53.33,54.84,55.82,56.39,61.37,64.15,55.86,74.43,67.30,63.00,58.74,59.01,61.44,59.59,62.69,59.92,59.39,56.62,60.89,61.92,62.51,64.36,63.40,62.61,63.09,65.35,62.63,63.50,65.73,64.64,67.02,77.70,65.21,86.61,90.69,88.11,85.34,86.16,80.87,85.45,100.75,85.26,83.43,93.11,94.29,88.34,97.74,97.07,91.14,86.69,82.60,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"MALUNGGAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"PECHAY, CHINESE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"PECHAY, NATIVE, 1 KG",50.71,45.77,44.40,46.79,54.81,64.33,63.22,73.02,79.99,62.87,50.35,53.35,57.47,76.66,51.39,52.58,68.40,71.18,64.19,75.71,66.86,65.98,62.04,63.98,68.02,65.58,59.38,55.19,57.17,68.67,73.55,70.25,60.62,72.29,62.37,85.79,159.19,77.51,75.17,73.73,70.90,55.44,58.07,61.35,89.10,76.99,90.37,76.99,71.40,64.84,68.24,71.45,69.59,58.34,59.39,66.20,61.41,75.04,71.43,69.70,72.95,98.92,100.09,84.69,73.98,81.23,74.41,66.34,76.56,92.65,94.48,87.61,128.48,108.31,94.47,86.85,84.70,89.67,83.34,78.88,75.54,84.00,86.22,148.47,96.51,108.88,119.10,99.72,122.00,104.27,100.58,94.94,88.73,90.16,94.31,103.52,101.91,109.11,141.50,115.04,127.03,138.95,123.73,110.74,98.25,87.66,80.74,80.07,86.11,.,.,.,.,.,.,.,.
..NCR - National Capital Region,"ONION LEAVES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..CAR - Cordillera Administrative Region,"CABBAGE, 1 KG",42.88,43.02,44.48,45.89,43.84,49.46,54.91,57.45,77.14,92.08,74.24,57.39,56.90,50.42,44.73,43.09,43.25,48.31,51.58,46.67,46.55,46.48,54.40,56.20,47.84,48.29,44.30,39.22,33.77,42.88,48.39,52.94,50.27,42.66,34.72,34.14,39.86,69.62,44.40,90.41,86.54,63.14,42.51,39.23,35.17,42.03,57.79,87.33,89.74,74.76,60.36,64.08,50.68,43.39,38.34,41.55,51.19,48.97,46.97,42.52,45.64,55.64,69.21,88.89,51.92,84.59,65.33,56.26,53.76,51.44,55.91,89.03,100.62,108.09,108.99,94.84,60.09,77.41,46.20,40.64,42.14,44.98,47.49,50.33,57.29,47.97,44.77,50.66,78.56,82.87,52.83,75.95,66.22,55.88,58.50,75.08,68.95,66.26,85.64,89.41,84.68,74.76,72.19,72.79,80.11,72.37,62.33,54.60,46.94,.,.,.,.,.,.,.,.
..CAR - Cordillera Administrative Region,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..CAR - Cordillera Administrative Region,"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..CAR - Cordillera Administrative Region,"ALUGBATI, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..CAR - Cordillera Administrative Region,"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..CAR - Cordillera Administrative Region,"CHAYOTE LEAVES, 1 KG",34.99,33.12,32.38,31.47,33.31,30.81,29.22,32.10,38.65,37.90,39.33,32.68,33.83,33.56,33.56,35.15,37.02,37.46,35.40,34.47,34.00,37.74,34.93,31.66,30.01,34.58,29.79,32.13,32.79,33.51,32.63,32.79,32.35,32.35,32.57,32.32,32.54,38.06,32.82,37.32,36.82,34.87,31.60,31.82,33.25,36.31,36.16,41.66,44.32,39.88,39.13,36.93,39.51,42.00,41.97,41.95,42.34,42.07,41.45,41.91,42.09,42.21,44.13,45.77,42.28,45.65,48.11,49.92,48.94,46.61,45.92,45.64,47.68,49.07,49.14,47.42,48.65,47.73,44.27,46.14,44.95,48.96,48.27,47.49,48.04,46.42,46.53,47.43,50.10,49.07,47.31,48.78,48.09,48.67,48.75,47.91,47.39,47.96,50.39,50.75,49.57,49.47,50.51,49.02,45.69,46.81,48.19,47.06,48.22,.,.,.,.,.,.,.,.
..CAR - Cordillera Administrative Region,"GABI LEAVES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
..CAR - Cordillera Administrative Region,"KANGKONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
