Region/Province,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Ilocos Norte,Garlic,69.62,45.86,53.02,57.73,71.73,75.81,84.26,82.67,82.77,92.67,..,..,71.61,95.43,92.05,84.08,84.03,83.63,83.52,83.54,80.78,78.78,79.79,..,..,84.56,38.41,36.67,52.43,58.99,56.84,58.84,42.73,41.09,35.13,31.67,..,..,45.28,26.88,29.64,31.91,70.33,68.19,78.78,79.36,77.39,90.51,102.84,105.97,..,69.25,119.91,105.76,97.72,88.93,107.57,124.92,153.02,186.78,187.51,194.40,200.02,..,142.41,150.36,55.82,55.03,46.96,69.70,49.27,40.23,38.76,36.70,51.31,33.18,..,57.03,37.70,36.03,49.20,74.85,90.24,95.89,94.29,95.04,73.70,94.63,94.67,..,76.02,82.39,91.71,68.46,73.89,84.56,86.05,81.25,82.41,84.06,85.10,101.00,..,83.72,132.20,107.66,56.59,53.97,48.13,46.89,73.68,78.25,67.11,68.09,..,..,73.26,52.46,37.53,56.14,41.49,48.83,60.76,80.45,82.55,82.52,..,..,..,60.30,111.27,84.24,79.18,73.84,81.64,82.76,81.15,78.52,82.24,76.62,..,..,83.15,67.99,74.94,75.96,58.72,58.32,49.76,54.48,63.61,..,..,..,..,..
....Ilocos Sur,Garlic,74.99,68.05,63.56,64.84,66.73,67.40,68.27,71.14,73.06,75.02,76.03,74.47,70.30,76.05,73.60,74.70,77.24,78.18,79.83,81.46,81.99,83.53,84.74,..,85.98,79.75,80.04,78.42,76.37,78.09,80.03,80.80,83.06,84.05,84.81,85.94,86.76,87.00,82.11,83.87,82.60,82.10,83.16,83.27,83.54,86.27,90.64,97.95,100.89,103.50,107.85,90.47,100.30,90.43,92.63,101.54,107.51,118.84,111.43,115.49,233.94,256.34,300.00,319.52,162.33,157.72,116.89,80.07,82.68,77.10,80.23,82.82,82.32,77.83,84.86,85.78,80.17,90.71,73.52,61.93,72.50,99.91,85.68,93.14,83.48,96.59,84.31,94.69,155.71,124.17,93.80,122.20,127.47,122.74,124.35,146.25,148.10,118.96,141.80,132.40,116.55,123.98,108.16,127.75,115.32,102.14,130.53,126.15,104.86,108.73,109.34,114.37,119.04,105.50,104.58,117.85,113.20,92.11,106.71,95.26,94.52,94.00,97.31,104.16,136.72,121.84,98.09,89.56,86.14,101.37,130.94,133.36,151.20,136.41,142.60,142.97,..,..,..,136.40,156.30,156.70,142.99,158.76,171.91,171.30,148.38,155.71,155.61,150.47,132.32,..,..,..,..,..
....La Union,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pangasinan,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Garlic,..,..,52.00,52.19,..,..,..,..,..,..,..,..,52.10,..,..,94.69,93.37,..,..,..,..,..,..,..,..,94.03,..,..,90.38,95.80,..,..,..,..,..,..,..,..,93.09,..,..,76.13,73.29,..,..,..,..,..,..,..,..,74.71,..,64.36,71.84,83.18,68.10,..,..,..,..,..,..,..,71.87,..,..,90.28,89.79,91.21,..,..,..,..,..,..,..,90.43,..,..,93.03,98.11,..,..,..,..,..,..,..,..,95.57,..,..,109.26,105.23,131.43,..,..,..,..,..,..,..,115.31,..,..,155.76,156.29,196.15,..,..,..,..,..,..,..,169.40,..,..,196.57,168.62,151.03,..,..,..,..,..,..,..,172.07,..,..,128.45,127.84,162.83,..,..,..,..,..,..,..,139.71,..,..,120.92,144.48,162.58,..,..,..,..,..,..,..,..
....Batanes,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.36,71.84,55.42,68.10,..,..,..,..,..,..,..,64.93,..,..,82.81,83.54,91.21,..,..,..,..,..,..,..,85.85,..,..,100.00,100.00,..,..,..,..,..,..,..,..,100.00,..,..,126.83,110.25,131.43,..,..,..,..,..,..,..,122.84,..,..,172.29,173.39,196.15,..,..,..,..,..,..,..,180.61,..,..,196.57,190.59,179.71,..,..,..,..,..,..,..,188.96,..,..,168.81,164.22,162.83,..,..,..,..,..,..,..,165.29,..,..,..,166.45,162.58,..,..,..,..,..,..,..,..
....Cagayan,Garlic,..,..,52.00,52.19,..,..,..,..,..,..,..,..,52.10,..,..,94.69,93.37,..,..,..,..,..,..,..,..,94.03,..,..,90.38,95.80,..,..,..,..,..,..,..,..,93.09,..,..,76.13,73.29,..,..,..,..,..,..,..,..,74.71,..,..,..,110.94,..,..,..,..,..,..,..,..,110.94,..,..,97.74,96.04,..,..,..,..,..,..,..,..,96.89,..,..,86.05,96.22,..,..,..,..,..,..,..,..,91.14,..,..,91.68,100.20,..,..,..,..,..,..,..,..,95.94,..,..,139.22,139.19,..,..,..,..,..,..,..,..,139.21,..,..,..,146.65,122.35,..,..,..,..,..,..,..,134.50,..,..,137.46,138.40,..,..,..,..,..,..,..,..,137.93,..,..,123.70,..,..,..,..,..,..,..,..,..,..
....Isabela,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Vizcaya,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.09,80.90,..,..,..,..,..,..,..,..,80.00,..,..,118.13,122.51,..,..,..,..,..,..,..,..,..
....Quirino,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Garlic,..,59.83,71.93,..,..,..,..,..,..,..,..,..,65.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aurora,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bataan,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bulacan,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Ecija,Garlic,..,59.83,71.93,..,..,..,..,..,..,..,..,..,65.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zambales,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION IV-A (CALABARZON),Garlic,..,80.00,78.34,101.54,86.57,..,..,..,..,..,..,..,86.61,..,..,117.26,..,120.00,..,..,..,..,..,..,..,118.63,..,90.93,91.44,82.91,..,..,..,..,..,..,..,..,88.43,..,80.00,83.16,86.58,79.70,..,..,..,..,..,..,..,82.36,..,82.67,104.24,100.03,114.44,..,..,..,..,..,..,..,100.35,..,..,103.64,150.00,150.00,..,..,..,..,..,..,..,134.55,..,250.00,200.00,150.00,110.00,..,..,..,..,..,..,..,177.50,..,100.00,112.10,100.00,90.00,..,..,..,..,..,..,..,100.53,..,150.00,126.67,146.67,..,..,..,..,..,..,..,..,141.11,..,132.18,104.52,180.00,80.00,..,..,..,..,..,..,..,124.18,..,90.00,80.00,80.00,..,..,..,..,..,..,..,..,83.33,..,..,..,..,100.00,..,..,..,..,..,..,..,..
....Batangas,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.00,124.19,..,..,..,..,..,..,..,..,..,112.10,..,150.00,160.00,150.00,..,..,..,..,..,..,..,..,153.33,..,132.18,104.52,..,80.00,..,..,..,..,..,..,..,105.57,..,90.00,..,..,..,..,..,..,..,..,..,..,90.00,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,Garlic,..,..,76.67,101.54,86.57,..,..,..,..,..,..,..,88.26,..,..,109.52,..,120.00,..,..,..,..,..,..,..,114.76,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.00,94.44,80.00,..,..,..,..,..,..,..,91.48,..,..,105.63,110.00,114.44,..,..,..,..,..,..,..,110.02,..,..,101.00,150.00,150.00,..,..,..,..,..,..,..,133.67,..,..,..,..,110.00,..,..,..,..,..,..,..,110.00,..,..,..,..,90.00,..,..,..,..,..,..,..,90.00,..,..,140.00,143.33,..,..,..,..,..,..,..,..,141.67,..,..,..,180.00,..,..,..,..,..,..,..,..,180.00,..,..,80.00,80.00,..,..,..,..,..,..,..,..,80.00,..,..,..,..,100.00,..,..,..,..,..,..,..,..
....Laguna,Garlic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.86,82.88,82.91,..,..,..,..,..,..,..,..,82.55,..,..,66.31,78.71,79.39,..,..,..,..,..,..,..,74.80,..,82.67,82.08,90.08,..,..,..,..,..,..,..,..,84.94,..,..,89.92,..,..,..,..,..,..,..,..,..,89.92,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
