Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
PHILIPPINES,"FRESH FISH, OCEANIC BONITO, TULINGANG LAPAD, MED, 1 KG",106.69,85.35,73.80,73.80,73.80,95.14,92.47,92.47,97.80,96.02,91.57,92.47,89.28,97.80,101.35,93.35,96.02,97.80,89.80,92.47,97.80,96.02,97.80,108.47,97.80,97.21,104.90,105.80,85.35,79.13,74.68,79.13,81.80,101.36,101.36,106.69,115.58,112.03,95.65,115.58,108.47,110.24,119.14,113.81,98.69,102.24,99.57,100.47,104.91,111.14,105.81,107.51,115.58,122.70,118.25,115.58,115.58,115.58,113.81,113.81,117.36,107.58,104.91,104.91,113.80,106.69,115.58,104.91,97.80,108.47,108.12,103.14,108.47,112.02,113.80,120.91,122.69,110.22,138.69,133.36,133.36,131.58,119.14,126.25,126.25,126.25,126.25,126.25,126.25,126.25,128.32,126.25,126.25,126.25,126.25,126.25,126.25,126.25,126.25,126.25,126.25,126.25,126.25,126.25,126.25,135.00,135.00,135.00,135.00,130.00,125.00,120.00,118.13,123.13,136.25,151.67,130.87,151.67,154.17,150.83,144.17,124.17,117.50,130.83,122.50,140.00,140.00,138.33,134.17,137.36
PHILIPPINES,"FRESH FISH, OCEANIC BONITO, TULINGANG PUTI, MEDIUM, 1 KG",113.93,116.10,114.67,118.83,115.71,114.93,118.83,121.47,119.33,119.67,120.07,120.39,117.83,123.78,122.69,122.00,118.36,115.58,115.00,117.39,120.52,120.18,121.29,124.84,125.21,120.57,129.08,131.25,123.46,122.47,121.26,122.43,124.41,130.29,129.09,129.04,128.26,129.22,126.69,135.91,131.57,130.94,134.70,131.81,131.79,134.50,134.38,136.16,134.33,136.82,131.16,133.67,133.55,129.85,126.04,120.20,120.22,123.32,127.30,127.39,125.79,132.13,137.42,139.09,128.53,146.28,147.96,139.66,140.97,141.63,142.49,140.06,141.25,142.32,144.07,146.39,146.06,143.26,158.62,151.50,148.62,156.68,147.84,153.56,156.78,163.25,160.11,163.52,157.56,157.35,156.28,167.19,168.87,153.78,152.43,151.12,152.39,158.84,161.83,166.56,164.52,170.28,179.80,162.30,197.92,190.00,187.38,180.15,168.56,161.92,151.81,152.16,155.48,161.27,163.78,172.31,170.23,181.35,184.82,183.70,185.13,186.22,182.52,180.38,186.93,181.51,183.32,186.96,196.91,184.98
PHILIPPINES,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",105.37,105.54,103.02,107.80,104.48,105.08,106.52,109.88,107.86,108.43,110.52,112.18,107.22,116.61,113.60,110.81,105.24,102.76,103.41,105.09,107.13,106.90,109.09,111.65,112.55,108.74,114.63,115.54,109.40,106.41,106.16,107.61,109.31,112.98,113.57,114.76,114.73,114.99,111.67,118.95,118.60,116.20,117.87,115.24,113.34,117.47,117.02,116.93,117.56,120.18,119.92,117.44,119.15,118.17,114.91,111.00,107.84,109.37,110.36,113.82,111.91,111.97,115.47,117.35,113.44,121.67,121.39,117.09,120.82,118.97,120.68,120.67,123.10,123.99,124.43,127.35,131.06,122.60,138.05,138.79,135.97,139.39,136.15,139.03,137.63,141.80,143.81,146.08,143.39,143.27,140.28,149.18,146.15,137.57,135.78,136.98,139.35,140.63,142.75,142.37,140.89,146.46,167.12,143.77,179.87,174.98,169.56,163.22,156.75,151.18,148.59,149.62,152.50,156.58,167.76,175.48,162.17,184.10,186.76,184.56,182.83,181.35,178.96,174.90,181.41,176.70,178.18,181.55,186.76,181.51
PHILIPPINES,"FRESH FISH, SLIPMOUTH, SAPSAP, MEDIUM, 1 KG",125.22,124.89,124.36,124.47,121.58,123.49,124.16,128.46,120.52,123.03,129.35,131.39,125.08,133.83,133.51,131.83,124.47,123.92,121.30,126.13,125.00,120.40,121.45,126.50,131.65,126.67,135.07,134.71,134.23,133.30,129.43,129.88,130.86,133.74,133.93,131.30,129.76,134.42,132.55,140.59,138.04,138.65,140.57,136.77,136.25,139.56,138.55,137.95,136.22,137.96,138.95,138.34,140.82,140.91,137.96,138.14,133.72,138.12,135.54,138.00,141.52,141.19,144.81,144.89,139.64,150.89,149.44,150.33,149.66,152.74,155.11,153.32,159.20,161.26,162.23,165.24,168.23,156.47,174.67,175.66,170.11,170.08,168.37,174.49,176.17,176.67,178.63,179.45,181.72,180.21,175.52,183.00,184.74,184.79,186.77,185.01,183.82,181.04,180.69,180.21,181.88,183.90,189.61,183.79,198.92,202.37,198.06,197.76,194.76,195.92,193.22,193.82,193.78,201.62,205.87,210.26,198.86,214.27,218.23,216.32,218.79,216.51,215.51,212.01,211.49,210.68,209.82,215.58,222.64,215.15
PHILIPPINES,"FRESH FISH, SNAPPER, MAYA-MAYA, MEDIUM, 1 KG",124.55,125.19,123.14,138.79,132.09,131.72,128.70,129.81,132.20,131.48,133.11,132.00,130.23,136.72,138.02,131.79,128.98,128.83,130.83,129.70,129.09,123.90,128.01,129.46,130.94,130.52,131.20,127.80,125.96,129.43,129.73,128.97,132.60,132.67,130.85,135.28,135.44,134.88,131.23,140.44,138.45,138.43,142.09,137.59,139.33,136.34,134.47,134.18,142.78,142.72,146.38,139.43,145.53,167.73,185.43,180.71,188.91,188.18,186.28,187.03,183.70,185.33,188.13,191.94,181.58,202.37,198.24,197.53,198.62,198.23,199.02,196.31,200.84,190.83,187.03,193.27,214.41,198.06,233.69,224.72,217.41,205.21,204.40,201.85,213.74,220.71,230.85,222.13,219.58,217.86,217.68,228.86,229.88,227.79,225.34,230.26,232.93,228.45,227.90,228.95,233.15,236.76,240.00,230.86,240.61,241.95,235.79,238.37,230.02,228.47,228.42,226.63,224.83,227.23,238.37,253.79,234.54,259.02,257.97,260.41,264.08,257.29,257.77,267.79,273.28,265.86,277.11,272.80,278.07,265.95
PHILIPPINES,"FRESH FISH, TALAKITOK (MAMSA), MEDIUM, 1 KG",191.09,191.12,190.89,191.92,197.01,196.08,196.02,201.34,201.51,206.57,214.13,207.01,198.72,217.22,211.98,205.15,201.56,202.91,207.53,209.54,208.91,206.73,203.20,206.14,215.36,208.02,220.19,214.82,211.74,209.48,212.28,218.91,220.15,221.73,213.55,214.11,218.00,219.17,216.18,226.87,227.04,226.77,230.40,226.96,226.23,222.11,226.89,223.26,223.97,228.43,231.26,226.68,233.12,238.35,226.67,219.38,222.89,227.91,223.52,227.80,225.86,239.31,246.00,247.64,231.54,254.81,254.30,258.27,259.12,257.68,254.95,256.21,261.29,261.59,261.30,266.27,269.15,259.58,279.67,265.51,270.39,271.51,263.25,278.85,289.01,289.78,292.58,293.19,307.53,308.21,284.12,303.12,298.63,292.66,296.09,287.73,288.36,286.69,290.88,291.77,282.63,290.23,298.99,292.32,316.58,317.37,319.50,314.55,297.70,291.28,288.94,287.70,287.35,290.53,294.01,298.41,300.33,309.44,309.19,313.61,310.28,300.74,300.55,300.26,307.47,301.76,302.91,307.85,309.96,306.17
PHILIPPINES,"FRESH FISH, TILAPIA, MEDIUM, 1 KG",100.17,100.54,100.17,102.06,101.74,101.46,103.44,105.39,104.67,105.04,106.14,106.90,103.14,109.27,107.94,107.63,106.28,105.59,105.91,105.85,106.91,107.57,108.03,108.90,110.03,107.49,111.15,111.40,110.11,110.47,109.31,109.47,109.32,110.15,110.72,112.02,113.26,114.12,110.96,114.07,115.26,112.71,113.55,112.34,112.55,114.00,113.38,112.25,114.28,114.91,114.13,113.62,115.69,115.50,114.11,114.15,114.13,114.00,113.90,114.63,114.54,114.87,115.30,115.29,114.68,117.28,117.43,117.25,117.97,117.43,118.20,117.98,118.81,119.73,119.51,120.48,120.84,118.58,125.79,124.79,124.62,123.65,123.60,125.74,126.29,129.15,130.73,129.52,129.57,127.67,126.76,129.96,128.74,127.39,127.42,127.75,129.48,129.37,130.32,132.17,131.36,132.51,136.90,130.28,141.02,141.13,142.19,142.92,142.80,141.63,138.63,137.38,139.12,139.60,139.98,141.11,140.63,144.57,147.19,147.75,148.02,147.39,146.34,144.21,147.89,145.40,145.25,146.33,147.36,146.48
PHILIPPINES,"FRESH FISH, TULINGAN (FRIGATE TUNA), MEDIUM, 1 KG",103.80,96.90,98.73,101.70,104.99,103.79,106.37,112.00,106.12,108.65,109.82,114.46,105.61,111.46,107.74,103.22,99.18,100.50,102.55,104.28,109.10,105.00,107.95,113.32,114.15,106.54,110.90,112.99,110.83,109.90,108.71,108.62,114.24,121.71,120.82,123.06,120.94,121.65,115.36,129.65,127.67,125.59,125.70,119.34,116.70,122.79,120.44,122.17,124.28,123.28,120.47,123.17,120.39,116.45,116.63,118.30,117.85,117.23,120.10,122.03,119.69,121.24,125.54,126.03,120.12,131.81,128.32,118.40,125.98,125.22,128.31,127.79,130.73,132.08,130.96,133.38,136.14,129.09,141.80,141.13,139.38,140.48,137.39,141.49,139.87,142.83,146.84,148.61,149.64,152.43,143.49,156.37,155.93,150.60,148.41,138.93,137.33,140.04,146.68,148.25,146.82,151.00,166.17,148.88,172.98,170.23,167.77,159.87,149.75,149.54,142.51,146.94,144.22,151.89,157.31,163.46,156.37,172.36,176.90,174.50,172.50,169.47,177.74,176.52,176.60,174.29,180.06,181.44,190.66,176.92
PHILIPPINES,"FRESH CRABS, ALIMANGO, MEDIUM, 1 KG",285.23,286.21,285.31,295.64,293.80,294.65,292.68,292.82,290.58,290.57,290.52,295.59,291.13,298.76,296.42,296.27,294.52,289.44,287.99,290.91,292.87,288.43,286.30,286.27,285.53,291.14,286.15,289.60,292.05,294.01,295.49,297.42,300.25,299.21,289.55,292.17,293.88,294.36,293.68,300.15,298.17,300.09,301.77,301.04,300.90,309.87,304.46,305.57,305.45,309.77,314.01,304.27,321.50,312.17,318.92,315.53,324.44,323.45,324.62,326.78,326.83,327.57,332.62,336.40,324.24,345.12,346.02,347.09,351.60,354.85,358.36,359.06,354.89,360.10,366.14,368.13,378.81,357.51,388.40,384.29,385.17,394.85,400.86,403.21,395.39,398.63,407.96,415.73,422.48,422.99,401.66,433.62,429.92,428.08,426.86,426.08,435.31,434.98,438.24,436.88,439.39,445.32,454.52,435.77,464.22,459.83,458.61,449.59,445.37,448.58,442.34,447.75,445.06,451.99,453.38,470.83,453.13,474.00,481.75,474.80,470.99,465.33,466.19,461.14,467.34,466.53,470.99,475.58,482.04,471.39
PHILIPPINES,"FRESH CRABS, ALIMASAG, MEDIUM, 1 KG",197.44,198.10,198.41,204.45,203.84,203.96,201.81,202.10,202.38,203.93,205.58,207.60,202.47,209.17,211.28,209.85,208.67,207.30,208.45,209.66,209.91,207.72,207.15,208.89,211.68,209.14,213.80,216.44,217.91,219.98,219.70,218.51,220.07,217.31,217.01,217.29,220.95,219.39,218.20,224.20,225.73,220.96,227.92,228.90,229.47,230.36,227.89,224.23,222.75,224.31,225.26,226.00,228.70,226.10,228.66,226.19,226.44,222.18,220.32,220.84,221.99,223.50,226.13,228.35,224.95,235.38,229.91,234.47,237.89,241.84,246.10,245.15,244.99,246.56,249.73,253.09,257.85,243.58,262.25,258.62,260.51,265.83,271.52,274.89,272.93,271.69,276.32,275.72,274.49,275.65,270.04,278.63,277.84,272.99,276.89,282.38,277.95,278.16,277.96,277.12,274.99,276.04,281.16,277.68,292.38,293.65,292.83,290.12,282.96,289.00,281.66,281.42,280.96,281.90,285.63,295.29,287.32,304.73,312.54,314.92,314.80,314.65,314.72,315.95,315.68,319.00,323.77,326.60,330.91,317.36
PHILIPPINES,"FRESH SHRIMP, PUTI, MEDIUM, 1 KG",275.76,271.87,268.42,276.15,278.38,272.26,264.57,263.23,264.05,261.78,263.47,268.41,269.03,274.20,275.89,272.19,271.97,267.11,267.55,267.42,268.02,269.51,269.27,271.08,274.25,270.71,284.39,285.79,286.18,287.51,288.70,286.68,286.53,286.59,282.72,283.49,281.88,281.39,285.15,290.15,290.26,287.28,291.12,288.67,286.77,289.65,284.02,278.18,291.26,291.28,285.57,287.85,292.98,295.44,289.25,289.35,293.22,296.31,294.27,290.96,288.63,289.64,291.23,297.47,292.40,304.94,308.16,311.24,318.48,320.51,318.37,313.79,314.88,314.34,315.29,317.28,326.00,315.27,335.67,329.88,331.74,334.83,331.40,331.55,326.17,322.57,323.78,327.72,329.25,330.87,329.62,334.30,338.67,334.70,335.11,336.82,329.40,327.81,324.63,322.98,320.78,323.97,324.74,329.49,343.56,344.69,342.40,338.90,333.41,336.47,329.66,325.54,328.05,328.86,330.63,337.58,334.98,343.69,344.56,344.68,343.19,339.95,337.16,331.30,328.63,332.06,334.68,338.10,341.41,338.28
PHILIPPINES,"FRESH SHRIMP, SUAJE, 1 KG",305.24,299.62,294.66,304.15,333.36,312.23,313.05,314.92,312.27,304.81,297.31,305.74,308.11,315.64,327.35,323.52,305.69,308.71,307.29,311.33,299.11,297.23,307.27,318.56,313.54,311.27,354.61,346.76,329.93,336.80,340.86,339.61,336.29,340.86,334.30,335.63,327.78,336.88,338.36,348.09,359.14,361.62,359.41,363.44,360.31,362.19,348.21,349.14,353.48,356.60,336.76,354.87,345.00,355.45,329.79,340.71,346.96,343.52,339.46,332.90,335.92,336.84,344.38,345.94,341.41,373.44,354.69,365.63,389.07,383.75,378.44,374.07,380.63,374.07,370.00,379.38,366.88,374.17,382.19,375.32,372.50,379.07,392.19,401.88,439.69,413.44,463.44,427.19,421.57,419.69,407.35,432.19,465.00,450.94,454.38,454.96,467.19,465.09,453.17,457.91,468.26,457.91,468.93,457.99,494.38,480.05,485.58,485.09,447.24,458.71,476.70,482.41,479.07,470.52,472.30,483.34,476.28,501.67,498.44,492.61,503.96,505.73,501.98,476.46,491.02,496.23,474.21,482.35,477.28,491.83
