Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
PHILIPPINES,"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",34.85,35.02,35.24,35.61,35.00,35.89,35.13,35.81,36.15,36.06,37.36,37.85,35.83,37.74,37.00,36.25,36.67,36.52,37.03,36.84,36.81,36.80,37.06,36.82,37.49,36.92,38.44,38.54,39.27,39.07,38.29,37.55,37.30,37.48,38.08,37.86,38.68,38.86,38.29,39.15,39.43,39.43,37.47,36.99,36.80,37.85,37.82,39.14,39.93,40.17,39.75,38.66,39.45,38.40,38.42,38.24,37.63,39.10,40.04,40.05,41.86,42.16,42.37,42.64,40.03,41.56,44.51,44.64,43.78,42.68,39.98,41.30,41.77,42.37,43.84,41.07,41.13,42.39,43.54,41.96,43.23,44.23,43.35,42.41,44.74,45.90,45.63,43.76,44.50,48.21,44.29,47.07,45.81,45.80,49.11,46.78,46.62,46.69,47.11,49.44,49.03,50.42,50.65,47.88,51.07,51.24,53.11,50.76,46.08,44.27,41.01,42.91,43.11,42.97,43.12,42.27,45.99,43.10,43.39,43.85,43.92,40.05,38.37,40.98,42.82,43.08,43.57,44.60,46.40,42.84
PHILIPPINES,"CALAMANSI, 1 KG",45.25,44.13,42.33,48.28,53.10,50.08,46.90,43.09,40.39,38.07,40.20,44.20,44.67,48.48,48.81,47.15,47.55,48.24,47.06,46.03,42.87,40.00,37.41,40.62,46.71,45.08,50.09,50.14,49.61,53.03,52.51,50.29,46.27,42.92,41.16,40.05,40.06,42.67,46.57,42.27,42.15,44.38,45.78,50.02,52.39,50.71,47.39,44.23,39.22,39.60,39.73,44.82,43.82,46.10,46.29,47.73,51.22,52.52,47.97,44.59,42.03,39.39,41.57,44.45,45.64,47.99,51.49,47.85,48.02,52.23,52.76,49.01,47.26,42.85,41.09,43.27,43.98,47.32,45.56,54.44,59.66,59.34,61.35,59.05,54.86,52.02,49.53,46.69,51.03,54.04,53.96,55.88,50.45,51.20,58.11,65.34,63.55,57.96,53.06,50.07,44.20,47.45,54.35,54.30,60.11,52.24,55.86,72.44,66.24,61.65,58.91,54.01,50.03,46.57,50.15,55.71,56.99,60.56,66.79,72.73,66.95,69.90,68.12,61.21,61.56,61.72,59.02,63.43,65.56,64.80
PHILIPPINES,"FRESH FRUIT, AVOCADO, 1 KG",34.89,34.70,34.57,34.76,35.34,34.69,33.39,33.76,33.84,34.72,35.51,36.32,34.71,37.51,37.53,37.66,38.14,37.68,37.94,38.62,37.77,37.87,38.92,38.93,38.74,38.11,39.89,40.41,40.57,40.84,42.15,42.10,41.68,42.88,43.80,44.54,45.16,44.90,42.41,46.49,47.69,47.51,47.94,47.49,47.44,45.43,42.19,43.77,46.07,46.39,48.20,46.38,48.62,49.37,49.82,52.10,51.94,51.16,48.49,47.92,51.81,56.16,57.99,58.45,51.99,59.52,61.55,61.08,61.20,59.72,57.10,53.09,50.75,56.64,61.68,63.00,62.07,58.95,65.07,65.76,65.31,66.00,61.49,57.96,55.19,57.49,60.99,62.63,64.66,63.60,62.18,65.69,65.57,65.06,67.26,70.13,69.97,65.83,65.42,70.30,74.93,77.83,76.98,69.58,79.36,82.68,80.18,82.97,86.98,81.30,73.88,73.04,78.37,82.72,84.63,85.64,80.98,93.45,97.44,95.08,90.70,86.06,82.22,78.30,73.87,78.97,82.98,85.22,88.52,86.07
PHILIPPINES,"FRESH FRUIT, GUYABANO, 1 PC",5.00,8.00,8.00,10.25,12.50,12.50,12.50,12.50,12.50,15.00,15.00,15.00,11.56,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,18.67,19.00,19.00,19.20,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,19.77,20.00,20.50,21.00,22.00,22.00,22.00,23.00,18.50,15.00,20.50,18.00,21.00,20.29,20.00,22.00,22.00,22.00,23.00,24.00,25.00,25.00,18.50,22.00,22.00,22.00,22.29,22.00,22.00,27.50,25.00,24.00,24.00,24.00,26.00,24.00,25.00,26.00,25.00,24.54,25.00,25.00,25.00,25.00,25.00,22.50,22.50,24.67,25.00,25.00,25.00,25.00,24.56,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,22.50,25.00,25.00,25.00,24.79,23.75,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,25.00,22.81
PHILIPPINES,"FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",52.00,54.00,56.88,58.69,57.33,54.83,43.47,43.22,43.22,43.22,43.22,43.22,49.44,43.22,44.16,44.53,45.05,45.05,46.14,46.23,46.23,46.36,46.87,47.81,47.81,45.79,48.49,48.49,48.49,49.42,48.88,50.67,51.93,51.50,53.57,54.07,54.07,55.88,51.29,54.75,54.73,54.73,55.04,55.82,55.01,52.19,52.19,52.82,52.82,53.44,53.88,53.95,54.50,54.66,54.82,55.29,55.16,55.16,57.97,63.29,63.91,64.85,75.16,83.91,61.56,91.41,89.91,93.85,93.85,93.85,92.60,86.97,87.13,87.13,88.69,89.63,89.66,90.39,89.38,89.38,90.94,95.94,95.94,96.88,95.32,94.38,75.94,76.57,70.01,67.19,86.49,66.38,66.32,66.57,68.75,69.38,69.57,69.69,69.69,69.69,69.38,69.38,69.54,68.70,69.07,68.13,80.94,83.13,83.44,83.44,82.19,80.94,80.63,82.19,82.19,79.11,79.62,77.95,77.64,71.25,67.68,69.65,70.27,64.44,64.44,63.22,62.29,60.69,62.29,67.65
PHILIPPINES,"FRESH FRUIT, LANZONES, 1 KG",72.86,78.67,80.59,84.30,83.61,85.18,84.22,83.49,82.64,79.65,77.65,77.07,80.83,77.44,75.24,77.27,77.38,78.02,77.38,76.59,79.60,82.99,67.75,70.59,69.77,75.84,70.13,70.55,71.14,74.78,78.36,80.76,82.16,79.64,78.00,73.56,82.18,84.55,77.15,86.62,85.88,85.88,88.02,87.76,88.03,89.38,86.45,76.62,64.72,65.61,70.93,81.33,73.17,74.60,75.14,75.14,75.43,75.53,76.64,80.97,77.05,71.40,75.14,77.20,75.62,77.41,77.62,77.70,77.90,78.05,78.05,78.72,81.47,83.60,84.02,87.31,88.24,80.84,90.50,91.55,88.64,95.15,96.46,98.01,114.81,121.41,124.59,101.73,102.44,103.21,102.38,114.06,104.01,91.81,94.58,97.91,99.16,102.35,98.15,88.13,83.10,86.25,88.48,95.67,92.65,93.74,93.64,92.03,92.85,95.15,94.52,96.71,92.63,86.91,82.13,85.39,91.53,89.28,89.80,93.03,91.64,91.46,91.84,92.05,92.88,96.88,104.46,103.25,105.99,95.21
PHILIPPINES,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",26.61,26.50,26.45,25.65,25.04,25.12,25.11,25.33,25.40,25.43,25.62,25.74,25.67,25.99,25.78,25.61,25.71,25.79,26.26,26.50,26.74,26.85,27.33,28.04,28.42,26.59,28.51,28.75,28.67,28.80,28.96,28.64,28.53,29.04,29.39,29.82,30.05,29.89,29.09,30.25,29.86,29.53,30.01,29.83,29.64,29.59,29.43,29.83,29.97,30.43,30.12,29.87,30.01,30.40,30.16,30.59,30.72,30.84,31.14,31.28,31.59,31.81,32.68,32.30,31.13,31.89,31.76,31.51,31.51,31.26,31.20,31.19,31.38,31.15,31.66,30.88,31.29,31.39,31.66,31.27,32.32,32.74,32.88,32.61,32.18,32.52,32.89,32.97,33.11,33.15,32.53,33.56,33.74,34.24,34.76,35.31,34.69,35.38,35.47,36.30,37.07,36.81,36.19,35.29,36.95,36.72,37.53,38.81,39.38,38.99,38.50,38.98,39.28,38.94,38.74,39.11,38.49,39.80,39.77,39.69,39.92,39.75,39.01,38.97,39.83,40.04,40.81,40.37,40.16,39.84
PHILIPPINES,"FRESH FRUIT, WATERMELON, PAKWAN (SANDIA), 1 KG",27.58,29.42,27.58,31.25,36.25,20.00,23.75,25.00,25.00,25.00,25.00,25.00,26.74,25.00,25.00,25.00,25.00,33.13,26.25,25.00,25.00,25.00,25.00,25.00,25.00,25.78,25.00,25.00,25.00,32.50,34.00,34.00,34.00,34.00,35.00,35.00,35.00,35.00,31.96,35.00,37.14,37.14,37.14,37.14,35.71,35.71,37.14,34.29,34.29,37.14,37.14,36.25,37.14,37.14,37.14,45.00,45.00,39.29,33.57,29.29,29.29,29.29,29.29,28.57,35.00,36.43,36.43,35.71,35.71,36.43,32.86,35.71,35.71,35.71,35.71,35.71,35.71,35.65,35.71,35.71,35.71,35.71,35.71,35.71,31.43,35.71,35.71,35.71,35.71,35.71,35.35,35.71,38.57,35.71,41.43,39.29,25.71,31.43,34.29,35.71,37.14,37.14,37.14,35.77,38.33,38.33,43.33,43.33,33.33,28.33,31.67,31.67,33.33,34.17,34.17,33.33,35.28,33.33,33.33,41.67,49.17,44.17,35.00,36.67,36.67,40.91,42.32,42.32,42.32,39.82
..NATIONAL CAPITAL REGION (NCR),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",33.39,33.27,33.02,32.27,32.27,32.14,32.52,33.27,33.52,33.27,33.52,34.02,33.04,36.02,39.77,40.27,39.65,40.27,40.52,38.77,38.90,39.02,38.65,39.40,39.27,39.21,38.52,39.15,39.52,39.52,39.15,39.02,39.02,39.27,40.52,40.77,40.77,40.77,39.67,41.40,41.52,41.90,43.90,43.65,42.65,44.65,44.40,42.90,45.78,44.78,43.90,43.45,44.40,46.78,50.03,56.28,55.78,55.58,55.80,58.77,59.04,59.00,60.03,59.70,55.10,60.95,61.35,61.35,61.35,61.35,61.35,61.35,61.64,61.67,61.71,62.94,63.22,61.69,65.42,64.76,63.91,63.49,63.74,64.22,64.60,63.98,64.23,65.26,65.06,65.43,64.51,65.22,65.50,66.08,66.63,67.67,68.33,68.85,69.51,69.50,70.08,70.26,70.46,68.17,68.61,69.34,75.94,89.93,87.63,86.08,84.47,84.19,83.16,81.01,80.23,78.83,80.79,77.46,75.29,73.22,73.48,73.11,70.21,66.86,65.73,67.53,65.78,64.13,62.27,69.59
..NATIONAL CAPITAL REGION (NCR),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",33.37,33.20,36.50,36.50,37.02,37.02,37.02,37.95,41.78,41.40,39.00,39.54,37.53,40.36,39.60,40.38,42.04,43.59,43.90,43.90,42.51,42.54,39.83,39.91,38.77,41.44,35.83,38.10,39.92,41.41,42.25,42.25,42.91,44.23,44.61,40.86,40.45,41.44,41.19,40.13,37.43,39.84,40.33,40.33,44.71,46.03,46.03,43.74,42.67,42.62,41.44,42.11,40.44,38.22,41.22,42.64,43.51,50.79,50.33,47.66,48.60,48.25,48.25,48.25,45.68,43.62,40.72,40.48,36.86,36.86,36.86,36.67,36.50,36.66,36.80,36.56,37.20,37.98,37.91,39.90,41.30,42.17,43.43,45.34,45.73,46.46,45.28,45.05,46.46,49.17,44.02,46.63,38.39,40.54,41.01,41.45,43.02,43.87,47.56,47.44,45.90,48.37,47.50,44.31,47.79,51.40,55.84,56.75,60.57,60.46,59.71,58.06,57.46,51.30,51.26,50.99,55.13,50.99,51.55,51.54,50.36,49.86,51.15,49.02,54.88,60.93,59.76,55.08,53.65,53.23
..NATIONAL CAPITAL REGION (NCR),"FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
