Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
PHILIPPINES,"SWEET POTATO (CAMOTE), YELLOW, 1 KG",24.05,23.23,22.61,22.37,22.08,22.18,22.19,22.62,22.78,22.66,22.79,23.09,22.72,23.37,24.34,24.26,24.33,24.99,25.35,26.38,26.49,26.93,26.91,26.52,26.35,25.52,26.62,26.18,25.78,25.43,27.08,27.64,28.11,29.73,29.82,30.23,30.08,29.56,28.02,29.19,28.86,28.62,28.67,29.47,29.73,30.24,31.08,31.32,31.08,31.48,31.19,30.08,32.35,31.43,31.25,31.10,32.11,33.24,32.75,33.70,34.63,35.31,35.90,35.01,33.23,35.20,34.46,32.15,32.13,31.24,32.84,32.09,33.44,34.23,34.02,34.44,34.41,33.39,34.53,35.52,34.72,35.85,35.70,37.53,38.68,40.14,41.69,41.95,41.55,40.42,38.19,41.69,40.81,39.93,39.94,41.19,42.65,43.73,45.92,46.28,46.55,44.71,43.95,43.11,43.10,43.22,41.88,43.18,42.83,43.21,42.81,43.87,44.28,43.64,44.94,43.57,43.38,42.98,42.14,39.86,37.57,37.37,36.67,35.78,37.26,40.44,42.23,43.35,44.94,40.05
..NATIONAL CAPITAL REGION (NCR),"CARROTS, 1 KG",76.51,49.65,42.18,40.94,39.66,45.45,57.80,69.06,61.88,53.95,43.02,37.87,51.50,33.34,26.67,28.55,32.64,43.04,54.16,45.67,39.54,39.10,52.56,59.59,59.42,42.86,57.47,44.22,39.07,35.89,43.72,78.56,78.58,49.95,45.43,45.60,51.87,50.61,51.75,41.91,37.32,37.82,39.60,41.00,42.22,55.04,66.30,70.19,79.96,75.47,54.77,53.47,42.64,39.39,40.21,46.72,48.71,57.00,59.18,49.34,44.37,58.00,64.45,73.86,51.99,73.97,75.01,62.06,57.78,53.26,50.21,53.94,68.93,108.62,120.61,92.24,72.78,74.12,65.76,62.67,65.08,60.83,58.18,61.28,76.31,116.53,179.06,112.93,83.14,73.14,84.58,64.82,57.22,63.17,81.80,77.97,82.00,85.33,72.81,79.17,85.60,82.08,81.60,76.13,72.56,63.11,63.21,68.60,63.75,72.91,93.42,81.61,75.51,72.31,94.31,121.33,78.55,128.08,108.61,78.44,65.47,63.00,62.87,69.03,93.73,75.63,71.82,98.58,75.70,82.58
..NATIONAL CAPITAL REGION (NCR),"CASSAVA, 1 KG",17.15,16.89,16.89,16.78,16.61,16.52,16.52,17.95,18.04,18.16,18.25,18.22,17.33,18.32,18.31,18.31,18.31,18.31,18.24,18.52,18.45,18.66,18.82,19.06,19.06,18.53,19.08,19.15,19.15,19.09,18.69,18.83,18.98,19.13,19.13,19.13,19.13,19.13,19.05,19.48,20.10,20.70,20.82,20.71,21.60,22.99,23.29,22.25,23.12,22.25,22.46,21.65,22.11,25.65,22.93,21.33,22.94,21.33,21.30,21.45,22.47,22.00,23.18,24.84,22.63,24.34,22.87,23.11,23.13,22.69,22.81,22.21,22.48,23.49,24.06,23.83,24.10,23.26,25.90,27.62,30.00,30.31,33.48,39.26,40.21,39.44,38.72,38.62,39.78,39.97,35.28,39.25,36.97,36.66,37.43,38.28,40.37,39.46,38.32,40.36,37.74,36.25,36.10,38.10,35.67,36.19,35.35,38.67,40.78,39.39,38.36,37.80,37.74,37.95,38.78,39.05,37.98,39.13,38.59,40.31,40.14,40.50,39.72,38.99,38.89,37.91,36.29,39.05,39.38,39.08
..NATIONAL CAPITAL REGION (NCR),"GABI TUBERS, CEBU, 1 KG",30.95,30.62,30.26,29.74,29.74,29.74,29.69,31.04,31.55,32.68,32.49,32.10,30.88,32.07,31.77,31.99,31.82,31.93,32.29,32.46,33.15,34.53,34.85,35.15,35.15,33.10,35.32,35.43,35.70,35.76,36.03,36.14,36.28,36.84,37.96,37.80,38.27,38.24,36.65,39.68,40.10,40.96,40.26,39.65,39.79,43.96,45.54,46.50,50.22,48.08,45.44,43.35,48.40,45.09,43.44,44.09,45.05,48.20,50.63,53.02,64.00,68.00,67.58,64.30,53.48,62.88,62.15,62.89,63.66,63.20,63.42,64.34,65.08,65.97,63.42,64.21,60.05,63.44,57.85,57.78,57.88,58.06,58.75,58.47,62.36,68.40,70.53,73.16,70.53,69.36,63.59,74.51,71.39,67.39,67.11,71.44,77.44,82.49,88.97,91.28,88.98,87.44,91.78,80.02,88.89,83.81,81.37,84.46,84.40,84.74,84.88,85.18,88.64,90.36,95.68,95.81,87.35,92.80,86.01,73.52,67.44,68.90,69.19,68.42,69.30,69.37,69.33,68.73,66.70,72.48
..NATIONAL CAPITAL REGION (NCR),"GABI TUBERS, TAGALOG, 1 KG",51.38,49.81,49.11,49.03,48.94,49.95,49.87,49.78,49.55,49.20,48.37,48.03,49.42,49.07,49.24,49.37,49.42,49.59,49.68,49.73,52.07,52.27,52.40,52.83,53.09,50.73,52.57,52.48,52.40,52.40,52.45,52.57,52.83,53.96,54.23,53.98,54.15,54.06,53.17,55.01,55.00,53.42,50.91,52.69,52.31,55.41,56.37,52.72,51.34,51.61,51.92,53.23,52.86,53.32,51.67,51.52,51.55,47.21,44.83,49.23,57.04,59.00,59.28,56.40,52.83,59.59,57.62,52.22,52.47,52.71,53.88,54.06,54.78,56.03,57.31,57.48,61.68,55.82,65.28,66.52,65.25,63.50,62.50,65.88,65.22,69.09,67.22,67.36,67.92,67.22,66.08,69.16,68.81,71.19,73.91,76.14,75.47,74.22,76.92,77.61,79.62,79.72,81.30,75.34,81.00,83.63,83.30,81.48,84.94,84.73,82.25,80.88,82.93,83.44,87.13,86.68,83.53,87.50,84.91,81.55,79.92,80.80,81.39,81.50,80.97,81.84,79.78,78.64,75.75,81.21
..NATIONAL CAPITAL REGION (NCR),"POTATO, 1 KG",33.33,25.67,25.88,28.99,28.31,29.23,35.18,47.82,45.59,51.86,43.20,37.50,36.05,35.22,29.48,38.33,44.14,45.08,42.70,38.45,38.17,41.03,44.48,50.59,57.58,42.10,63.31,52.43,42.53,36.69,33.56,36.10,36.25,38.03,40.91,42.07,41.95,38.98,41.90,35.87,32.05,30.69,30.92,31.78,31.00,37.39,36.04,35.36,37.92,41.25,51.04,35.94,49.89,47.57,43.15,43.03,45.89,46.09,44.24,45.52,54.26,67.00,68.39,64.35,51.62,53.80,52.82,48.84,51.93,55.21,57.97,57.08,61.49,63.96,67.75,64.67,65.91,58.45,68.42,67.94,64.42,61.67,56.96,57.53,57.56,60.42,70.67,77.80,102.58,82.11,69.01,70.76,59.33,59.64,63.69,68.19,72.17,73.36,77.92,93.08,99.22,93.97,85.69,76.42,83.72,86.36,90.76,96.41,90.71,84.82,76.11,73.83,72.00,70.72,76.56,102.20,83.68,122.72,92.86,68.91,60.06,57.06,56.27,58.69,65.36,68.80,79.63,79.12,77.24,73.89
..NATIONAL CAPITAL REGION (NCR),"POTATO, IRISH (WHITE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"SWEET POTATO (CAMOTE), 1 KG",32.99,31.49,29.93,28.76,27.79,28.41,29.39,32.32,32.78,33.85,34.34,34.39,31.37,34.82,32.30,28.70,28.60,29.94,31.87,32.76,35.93,39.82,40.98,39.00,36.72,34.29,35.76,34.08,32.31,30.80,31.49,31.30,32.14,37.20,40.92,38.49,37.37,37.65,34.96,38.29,37.80,36.07,36.64,37.04,37.87,40.83,41.81,45.44,45.84,43.67,43.34,40.39,46.74,43.83,40.65,40.62,40.80,39.60,41.13,43.68,48.76,51.00,50.73,52.50,45.00,53.71,46.59,43.15,42.59,41.96,45.76,46.54,50.35,52.51,50.64,50.28,50.23,47.86,51.34,50.26,47.72,43.44,44.86,49.50,54.76,61.44,63.31,62.16,58.64,58.92,53.86,58.87,54.78,50.64,50.93,50.03,51.36,57.69,63.50,66.94,63.73,57.53,59.84,57.15,57.75,56.31,55.61,57.13,57.97,59.44,62.56,63.00,65.33,63.33,65.11,61.98,60.46,60.67,58.83,54.82,50.33,46.61,45.96,47.72,53.98,59.08,59.69,59.13,61.76,54.88
..NATIONAL CAPITAL REGION (NCR),"SWEET POTATO (CAMOTE), NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"RADDISH (LABANOS), 1 KG",36.22,34.55,37.33,37.08,35.60,36.35,36.70,58.71,54.36,44.50,38.14,37.42,40.58,39.53,38.70,39.08,38.97,40.78,42.95,39.51,38.93,43.97,49.53,48.92,43.72,42.05,36.22,33.74,33.16,34.83,44.58,59.12,53.50,51.90,49.51,47.65,45.16,44.07,44.45,42.54,41.28,39.78,37.55,38.36,40.44,54.93,54.74,59.08,46.62,45.13,45.01,45.46,45.13,45.13,45.13,48.85,60.04,66.14,70.66,76.63,76.10,75.63,75.63,75.63,63.39,69.40,71.65,62.66,59.85,57.17,60.71,60.76,61.75,71.13,70.02,59.41,76.35,65.07,77.42,57.40,51.56,52.81,56.94,72.44,75.58,84.56,104.86,73.51,63.03,48.72,68.24,59.47,63.69,66.75,84.73,85.61,67.72,65.00,72.28,83.19,76.71,63.11,62.96,70.94,61.97,60.72,60.13,73.33,87.78,78.58,65.69,67.69,69.89,93.61,97.91,92.53,75.82,92.53,65.97,58.53,62.67,60.11,75.18,74.17,125.80,118.76,96.28,64.96,66.16,80.09
..NATIONAL CAPITAL REGION (NCR),"GABI TUBERS, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"SWEET POTATO (CAMOTE), YELLOW, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"CARROTS, 1 KG",53.14,60.43,47.87,46.73,47.42,46.21,52.10,52.66,57.13,52.99,50.49,44.05,50.94,38.80,36.11,34.74,36.12,38.74,45.39,49.97,46.07,45.21,44.14,49.38,54.84,43.29,58.86,55.07,46.30,48.49,45.29,45.68,60.61,58.09,52.67,54.04,55.45,51.39,52.66,51.67,46.22,45.89,45.08,47.90,48.48,48.18,52.99,60.21,61.58,67.04,66.21,53.45,58.50,50.06,49.72,46.97,50.86,51.48,55.34,53.88,52.63,51.26,62.25,66.05,54.08,63.19,63.97,64.20,59.04,57.03,53.91,52.25,52.92,61.87,71.94,70.99,67.82,61.59,58.18,55.80,58.48,58.33,58.95,54.75,56.20,63.39,76.82,99.93,86.79,71.69,66.61,62.65,54.52,52.63,60.94,63.18,64.70,70.00,68.13,61.24,62.25,69.45,65.21,62.91,65.48,58.93,54.91,54.46,49.66,49.26,56.18,59.35,60.36,60.82,65.80,77.95,59.43,87.20,86.91,77.01,59.60,55.08,51.58,53.17,64.40,86.22,76.61,78.77,83.63,71.68
..CORDILLERA ADMINISTRATIVE REGION (CAR),"CASSAVA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"GABI TUBERS, CEBU, 1 KG",10.75,10.75,10.75,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.19,10.00,10.00,10.00,10.00,10.00,11.00,10.00,10.00,10.00,10.00,10.00,10.00,10.08,10.00,10.00,26.00,26.00,26.00,26.00,26.00,26.00,10.00,10.71,10.71,10.71,18.18,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,11.88,11.88,16.88,15.00,14.38,14.38,14.38,14.38,14.38,14.38,17.50,17.50,14.74,17.13,17.13,18.50,17.13,17.38,17.63,17.63,17.88,22.38,23.38,23.38,24.63,19.52,27.50,27.88,27.75,30.00,31.25,33.75,35.00,35.00,36.25,41.25,36.25,35.00,33.07,35.00,36.25,37.50,36.25,36.25,38.75,38.75,37.50,36.25,36.88,37.50,38.13,37.08,39.38,39.38,40.00,40.00,41.25,41.88,41.88,41.88,42.50,42.88,44.38,46.25,41.81,51.25,50.63,48.13,44.38,44.38,42.50,41.88,42.87,42.87,42.87,44.97,45.63,45.20
