Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
..NATIONAL CAPITAL REGION (NCR),"PECHAY, NATIVE, 1 KG",60.78,37.23,36.92,46.88,50.58,41.46,46.60,107.97,58.38,50.32,42.88,42.57,51.88,43.25,39.53,39.50,57.27,47.82,54.11,48.99,50.24,71.92,85.28,50.05,41.61,52.46,42.60,35.70,34.23,38.31,43.30,72.54,59.29,66.65,57.24,57.69,52.28,53.04,51.07,51.93,38.64,45.51,45.58,45.80,48.32,62.99,56.17,60.19,63.40,63.59,55.21,53.11,74.96,67.88,59.28,64.00,67.53,67.67,54.34,67.41,55.70,66.00,75.87,68.63,65.77,61.79,62.64,55.15,54.88,54.46,64.38,47.88,54.25,68.45,59.94,55.70,63.10,58.55,51.18,46.19,44.81,47.22,55.31,64.92,63.80,73.69,80.72,63.44,50.81,53.84,57.99,77.36,51.86,53.06,69.02,71.83,64.78,76.40,67.47,66.58,62.60,64.56,68.64,66.18,59.92,55.69,57.69,69.30,74.22,70.89,61.17,72.94,62.93,86.56,160.61,78.20,75.84,74.39,71.53,55.93,58.58,61.89,89.89,77.67,85.02,81.22,66.57,60.41,63.62,70.56
..NATIONAL CAPITAL REGION (NCR),"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"CABBAGE, 1 KG",42.41,39.22,37.42,36.43,33.20,36.41,34.62,46.33,61.06,54.60,53.52,48.67,43.66,41.66,40.99,42.69,39.65,42.29,49.45,43.86,38.86,36.50,37.50,37.27,36.98,40.64,38.46,41.32,35.05,28.87,27.59,32.53,41.02,39.20,43.84,44.93,45.52,39.21,38.13,36.38,35.09,35.89,37.89,36.18,36.35,39.72,58.45,62.56,66.12,63.35,64.39,47.70,61.43,58.37,51.58,47.34,38.16,38.20,43.20,37.25,36.40,37.62,47.69,46.84,45.34,45.71,43.81,36.32,35.15,33.73,33.25,36.21,42.70,48.47,50.79,47.73,44.93,41.57,42.18,40.73,42.84,44.69,42.90,49.06,53.60,55.76,70.68,91.34,73.75,59.11,55.55,50.58,44.35,42.23,41.61,48.11,51.73,45.40,44.66,44.78,52.60,56.92,48.38,47.61,44.24,39.13,32.97,41.31,45.60,50.70,49.68,42.38,35.76,35.70,41.58,69.08,44.01,88.77,85.83,62.23,41.33,38.56,34.87,41.12,55.24,88.52,101.15,72.07,60.05,64.15
..CORDILLERA ADMINISTRATIVE REGION (CAR),"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"KANGKONG, 1 KG",11.67,12.20,11.14,10.34,10.34,12.30,13.68,16.97,19.35,18.82,20.15,14.84,14.32,13.78,14.31,14.31,16.71,20.15,21.21,18.56,18.56,16.71,15.11,12.73,13.26,16.28,14.31,16.97,14.84,11.40,10.61,12.46,16.97,17.50,16.88,21.88,25.00,17.50,16.36,17.50,17.50,13.75,14.38,15.63,13.75,13.13,13.13,19.38,20.63,22.50,22.50,16.98,21.88,22.50,22.50,18.75,20.00,18.75,16.88,15.63,16.88,16.25,20.00,16.25,18.86,18.13,18.75,17.50,17.50,16.88,17.50,16.88,16.88,16.88,16.25,18.13,19.38,17.56,18.13,17.50,17.50,17.50,17.50,19.38,19.38,19.38,21.25,20.63,18.13,18.13,18.70,18.13,16.25,15.94,17.50,17.50,16.25,15.00,16.25,19.38,20.63,20.63,20.63,17.84,20.63,22.50,23.75,22.50,24.38,22.50,23.75,21.88,22.50,21.25,21.88,26.25,22.81,26.88,23.75,23.75,22.81,22.19,22.50,21.88,23.77,22.50,29.17,24.17,23.33,23.89
..CORDILLERA ADMINISTRATIVE REGION (CAR),"PECHAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Abra,"CABBAGE, 1 KG",24.76,25.88,23.63,21.94,21.94,26.12,29.04,36.02,41.08,39.96,42.77,31.51,30.39,29.26,30.39,30.39,35.45,42.77,45.02,39.39,39.39,35.45,32.08,27.02,28.14,34.56,30.39,36.02,31.51,24.20,22.51,26.45,36.02,37.14,52.14,52.86,54.29,35.00,36.54,37.14,33.57,37.86,39.29,42.14,40.00,35.71,58.57,60.00,61.88,54.38,61.25,46.82,65.63,61.88,53.75,51.25,52.50,50.00,53.75,52.50,45.00,43.13,43.13,48.75,51.77,45.63,45.63,45.63,43.13,40.63,40.63,40.63,40.63,46.25,56.25,55.63,56.25,46.41,56.25,56.25,55.63,56.25,56.25,55.63,62.50,63.75,77.50,117.50,93.75,72.50,68.65,52.50,45.00,40.63,38.75,54.38,55.00,41.88,37.50,46.25,58.75,69.38,61.25,50.11,51.25,35.63,34.38,50.00,60.00,60.00,56.25,42.50,30.00,32.50,39.38,66.25,46.51,100.00,105.00,62.50,41.25,33.13,30.00,32.50,56.88,93.75,93.75,76.25,67.50,66.04
....Abra,"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Abra,"KANGKONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Abra,"PECHAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Abra,"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Abra,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Apayao,"CABBAGE, 1 KG",109.51,109.51,109.51,109.51,87.61,94.91,78.85,119.00,119.00,127.00,123.00,134.00,110.12,108.00,108.00,108.00,81.43,73.57,78.57,79.29,79.29,77.14,65.00,63.57,65.00,82.24,77.14,77.14,55.71,48.57,48.57,48.57,48.57,49.29,51.43,56.43,58.57,57.14,56.43,58.57,60.00,58.57,58.57,58.57,58.57,75.71,115.71,113.75,121.25,121.25,130.00,85.88,125.00,120.00,105.00,92.50,37.13,40.25,40.25,40.25,40.00,41.25,49.63,50.25,65.13,54.63,55.63,40.83,41.88,40.63,40.00,46.25,52.50,58.75,70.00,68.75,61.88,52.64,59.38,51.88,51.25,47.50,48.75,68.13,69.38,73.13,90.63,175.00,137.50,113.75,82.19,89.38,69.38,59.38,53.75,65.00,73.75,67.50,61.25,60.00,68.13,74.38,70.63,67.71,74.38,70.63,55.63,64.17,67.50,70.00,75.00,67.50,62.50,59.75,66.63,122.50,71.35,123.75,113.75,84.38,63.13,56.25,53.13,60.63,66.25,85.63,90.00,90.63,73.13,80.06
....Apayao,"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Apayao,"KANGKONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Apayao,"PECHAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Apayao,"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Apayao,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Benguet,"CABBAGE, 1 KG",23.37,24.43,22.31,20.71,20.71,26.57,29.86,37.14,42.86,38.57,41.43,32.14,30.01,29.29,30.71,30.71,35.00,40.71,43.57,40.00,40.00,35.71,32.14,27.14,27.86,34.40,30.00,35.00,31.43,22.86,20.71,27.14,35.71,38.57,39.29,40.71,45.00,34.00,33.37,27.14,29.29,27.86,36.43,24.29,30.00,27.86,44.29,52.14,43.57,37.14,35.71,34.64,33.57,39.29,30.71,29.29,27.86,31.86,40.00,26.43,30.71,31.43,42.14,45.00,34.02,35.00,30.71,25.00,22.14,17.43,20.71,19.29,45.00,48.57,34.29,32.86,30.00,30.08,27.86,33.57,32.14,31.43,29.29,30.71,37.14,40.00,68.57,57.14,45.71,27.86,38.45,29.29,27.86,28.57,31.43,29.29,30.00,32.14,34.29,33.57,38.57,30.71,26.43,31.01,26.43,23.57,22.86,31.00,38.57,39.29,31.88,26.25,16.88,14.69,17.50,43.13,27.67,59.38,53.75,40.63,29.38,25.63,21.88,28.13,46.50,73.34,74.78,57.52,70.00,48.41
